row_id,TEXT,input_ids,PREDICTED_LABEL
53,i rinsed it off immediately and put some sensitive skin cream on it .,"tensor([  101,  1045, 15544, 27730,  2009,  2125,  3202,  1998,  2404,  2070,
         7591,  3096,  6949,  2006,  2009,  1012,   102])",0
54,"yes ,  you can make rice on the stove .","tensor([  101,  2748,  1010,  2017,  2064,  2191,  5785,  2006,  1996, 16247,
         1012,   102])",1
55,please do yourself a favor and stay far away from kitchenaid .,"tensor([  101,  3531,  2079,  4426,  1037,  5684,  1998,  2994,  2521,  2185,
         2013,  3829, 14326,  1012,   102])",0
56,i predict many years of great mixing ahead .,"tensor([  101,  1045, 16014,  2116,  2086,  1997,  2307,  6809,  3805,  1012,
          102])",1
57,the issues i raise would be common to any version of this design .,"tensor([ 101, 1996, 3314, 1045, 5333, 2052, 2022, 2691, 2000, 2151, 2544, 1997,
        2023, 2640, 1012,  102])",0
58,if it really works i could care less about what it smells like .,"tensor([  101,  2065,  2009,  2428,  2573,  1045,  2071,  2729,  2625,  2055,
         2054,  2009, 14747,  2066,  1012,   102])",0
59,and i felt like the cavewoman from encino man . the smelli tried to like the smell .,"tensor([  101,  1998,  1045,  2371,  2066,  1996,  5430, 10169,  2013,  4372,
        21081,  2158,  1012,  1996,  5437,  2072,  2699,  2000,  2066,  1996,
         5437,  1012,   102])",0
60,haven t used it that long to say if it gets dirty and hard to clean .,"tensor([ 101, 4033, 1056, 2109, 2009, 2008, 2146, 2000, 2360, 2065, 2009, 4152,
        6530, 1998, 2524, 2000, 4550, 1012,  102])",1
61,he loves them and they fold up nice for travel .,"tensor([  101,  2002,  7459,  2068,  1998,  2027, 10671,  2039,  3835,  2005,
         3604,  1012,   102])",1
62,"after all ,  if it was too loose ,  it d pop out everywhere and be annoying .","tensor([  101,  2044,  2035,  1010,  2065,  2009,  2001,  2205,  6065,  1010,
         2009,  1040,  3769,  2041,  7249,  1998,  2022, 15703,  1012,   102])",0
63,my only complaint is that they aren t dishwasher or water freindly .,"tensor([  101,  2026,  2069, 12087,  2003,  2008,  2027,  4995,  1056,  9841,
        28556,  2121,  2030,  2300, 10424, 12377, 18718,  1012,   102])",1
64,there s a big hoopla about no artificial preservatives or flavorings .,"tensor([  101,  2045,  1055,  1037,  2502, 27669,  2721,  2055,  2053,  7976,
         3653,  8043, 20203,  6961,  2030, 14894,  8613,  1012,   102])",0
65,i will check back to see if any changes were made .,"tensor([ 101, 1045, 2097, 4638, 2067, 2000, 2156, 2065, 2151, 3431, 2020, 2081,
        1012,  102])",0
66,"as for the deathstar mission ,  the scenery is wrong .","tensor([  101,  2004,  2005,  1996,  6677,  7559,  3260,  1010,  1996, 17363,
         2003,  3308,  1012,   102])",0
67,"the shoe was even more beautiful in person that it is in the picture ,  but it was extremely narrow .","tensor([  101,  1996, 10818,  2001,  2130,  2062,  3376,  1999,  2711,  2008,
         2009,  2003,  1999,  1996,  3861,  1010,  2021,  2009,  2001,  5186,
         4867,  1012,   102])",0
68,i would buy another one if my screen cracks again .,"tensor([  101,  1045,  2052,  4965,  2178,  2028,  2065,  2026,  3898, 15288,
         2153,  1012,   102])",0
69,"a must have ,  if you own the cuisinart chefs classic set of pans .","tensor([  101,  1037,  2442,  2031,  1010,  2065,  2017,  2219,  1996, 12731,
        17417, 11802,  2102, 27828,  4438,  2275,  1997,  6090,  2015,  1012,
          102])",1
70,dump out the grinds and rinse under water .,"tensor([  101, 15653,  2041,  1996, 23088,  2015,  1998, 15544, 12325,  2104,
         2300,  1012,   102])",1
71,what you get might not be what you re expecting .,"tensor([ 101, 2054, 2017, 2131, 2453, 2025, 2022, 2054, 2017, 2128, 8074, 1012,
         102])",0
72,"honestly for such a cheap price ,   not even $ shipped from usa  i wasn t expecting much of this thing .","tensor([  101,  9826,  2005,  2107,  1037, 10036,  3976,  1010,  2025,  2130,
         1002, 12057,  2013,  3915,  1045,  2347,  1056,  8074,  2172,  1997,
         2023,  2518,  1012,   102])",0
73,"i ve tried it more than once ,  and it doesn t seem to work for me .","tensor([ 101, 1045, 2310, 2699, 2009, 2062, 2084, 2320, 1010, 1998, 2009, 2987,
        1056, 4025, 2000, 2147, 2005, 2033, 1012,  102])",0
74,i didn t like the taste once i mixed it with my coffee .,"tensor([ 101, 1045, 2134, 1056, 2066, 1996, 5510, 2320, 1045, 3816, 2009, 2007,
        2026, 4157, 1012,  102])",0
75,score !  i think i need one for myself now .,"tensor([ 101, 3556,  999, 1045, 2228, 1045, 2342, 2028, 2005, 2870, 2085, 1012,
         102])",0
76,"the price may seem steep ,  but keep in mind this price includes shipping .","tensor([ 101, 1996, 3976, 2089, 4025, 9561, 1010, 2021, 2562, 1999, 2568, 2023,
        3976, 2950, 7829, 1012,  102])",1
77,"make italian sausage ,  lots of soups and salads and it really speeds up the process and works very well .","tensor([  101,  2191,  3059, 24165,  1010,  7167,  1997, 11350,  2015,  1998,
        16521,  2015,  1998,  2009,  2428, 10898,  2039,  1996,  2832,  1998,
         2573,  2200,  2092,  1012,   102])",1
78,i was amazed by how little effort it takes to make great bread with this machine .,"tensor([  101,  1045,  2001, 15261,  2011,  2129,  2210,  3947,  2009,  3138,
         2000,  2191,  2307,  7852,  2007,  2023,  3698,  1012,   102])",1
79,the cutscenes and other mandatory dialogue take up so much time that there s little time left for your playing .,"tensor([  101,  1996,  7659, 17968,  2015,  1998,  2060, 10915,  7982,  2202,
         2039,  2061,  2172,  2051,  2008,  2045,  1055,  2210,  2051,  2187,
         2005,  2115,  2652,  1012,   102])",0
80,feels great in my hand and fits the phone very well .,"tensor([  101,  5683,  2307,  1999,  2026,  2192,  1998, 16142,  1996,  3042,
         2200,  2092,  1012,   102])",1
81,this fan easily switches from exhaust and intake and you can set the individual fans as well .,"tensor([  101,  2023,  5470,  4089, 15924,  2013, 15095,  1998, 13822,  1998,
         2017,  2064,  2275,  1996,  3265,  4599,  2004,  2092,  1012,   102])",1
82,maybe num_num phone calls and num_num text messages and light web surfing .,"tensor([  101,  2672, 16371,  2213,  1035, 16371,  2213,  3042,  4455,  1998,
        16371,  2213,  1035, 16371,  2213,  3793,  7696,  1998,  2422,  4773,
        19967,  1012,   102])",0
83,"having played madden since sega genesis ,  i m expecting more .","tensor([  101,  2383,  2209, 24890,  2144, 16562, 11046,  1010,  1045,  1049,
         8074,  2062,  1012,   102])",0
84,i bought this as a christmas present for someone .,"tensor([ 101, 1045, 4149, 2023, 2004, 1037, 4234, 2556, 2005, 2619, 1012,  102])",0
85,i was horrified when i opened the box these cookies were shipped in .,"tensor([  101,  1045,  2001, 14603,  2043,  1045,  2441,  1996,  3482,  2122,
        16324,  2020, 12057,  1999,  1012,   102])",0
86,i do keep my pitcher in the fridge all the time so i m sure that helps .,"tensor([  101,  1045,  2079,  2562,  2026,  8070,  1999,  1996, 16716,  2035,
         1996,  2051,  2061,  1045,  1049,  2469,  2008,  7126,  1012,   102])",1
87,it is wobbly and have had my bike almost fall off i as quick enough to grab it  .,"tensor([  101,  2009,  2003, 24185, 24200,  1998,  2031,  2018,  2026,  7997,
         2471,  2991,  2125,  1045,  2004,  4248,  2438,  2000,  6723,  2009,
         1012,   102])",0
88,remote does not work my toshiba hd dvd player at all .,"tensor([  101,  6556,  2515,  2025,  2147,  2026,  2000,  6182,  3676, 10751,
         4966,  2447,  2012,  2035,  1012,   102])",0
89,"took over the new oxo and he killed num_num out of seven on the first try ,  four in flight .","tensor([  101,  2165,  2058,  1996,  2047, 23060,  2080,  1998,  2002,  2730,
        16371,  2213,  1035, 16371,  2213,  2041,  1997,  2698,  2006,  1996,
         2034,  3046,  1010,  2176,  1999,  3462,  1012,   102])",0
90,well this cable certainly didn t last long as the title says num_num weeks .,"tensor([  101,  2092,  2023,  5830,  5121,  2134,  1056,  2197,  2146,  2004,
         1996,  2516,  2758, 16371,  2213,  1035, 16371,  2213,  3134,  1012,
          102])",0
91,this is the best  electric broom  i have ever owned  and i have owned several  .,"tensor([  101,  2023,  2003,  1996,  2190,  3751, 23528,  1045,  2031,  2412,
         3079,  1998,  1045,  2031,  3079,  2195,  1012,   102])",1
92,but it does sound a little bit relaxed .,"tensor([ 101, 2021, 2009, 2515, 2614, 1037, 2210, 2978, 8363, 1012,  102])",0
93,the colors in the game are really bad .,"tensor([ 101, 1996, 6087, 1999, 1996, 2208, 2024, 2428, 2919, 1012,  102])",0
94,"these are soft plastic ,  and i know people said they were short .","tensor([ 101, 2122, 2024, 3730, 6081, 1010, 1998, 1045, 2113, 2111, 2056, 2027,
        2020, 2460, 1012,  102])",1
95,the keep warm feature is excellent and maintains the quality of the cooked rice as long as you need .,"tensor([  101,  1996,  2562,  4010,  3444,  2003,  6581,  1998,  9319,  1996,
         3737,  1997,  1996, 12984,  5785,  2004,  2146,  2004,  2017,  2342,
         1012,   102])",1
96,we only use it when necessary but unfortunately right now it is completely useless and the batteries work fine .,"tensor([  101,  2057,  2069,  2224,  2009,  2043,  4072,  2021,  6854,  2157,
         2085,  2009,  2003,  3294, 11809,  1998,  1996, 10274,  2147,  2986,
         1012,   102])",0
97,we set the burner to whatever level we need to cook with and then we cook .,"tensor([ 101, 2057, 2275, 1996, 6402, 2121, 2000, 3649, 2504, 2057, 2342, 2000,
        5660, 2007, 1998, 2059, 2057, 5660, 1012,  102])",1
98,it brings water to the boil in just a couple of minutes .,"tensor([  101,  2009,  7545,  2300,  2000,  1996, 26077,  1999,  2074,  1037,
         3232,  1997,  2781,  1012,   102])",1
99,we bought several to use at a party we had and they worked great .,"tensor([ 101, 2057, 4149, 2195, 2000, 2224, 2012, 1037, 2283, 2057, 2018, 1998,
        2027, 2499, 2307, 1012,  102])",0
100,"nice quality ,  great for any size rod since you use own own hanger in it .","tensor([ 101, 3835, 3737, 1010, 2307, 2005, 2151, 2946, 8473, 2144, 2017, 2224,
        2219, 2219, 6865, 2121, 1999, 2009, 1012,  102])",1
101,not sure i d like it if it were heavier .   .,"tensor([  101,  2025,  2469,  1045,  1040,  2066,  2009,  2065,  2009,  2020,
        11907,  1012,  1012,   102])",0
102,"no special wires to carry ,  no proprietary wires to carry  you hear that apple ?  ?   .","tensor([  101,  2053,  2569, 14666,  2000,  4287,  1010,  2053, 16350, 14666,
         2000,  4287,  2017,  2963,  2008,  6207,  1029,  1029,  1012,   102])",0
103,"we use the griddle so much more often than we anticipated we would ,  so it s great to have .","tensor([  101,  2057,  2224,  1996,  8370, 10362,  2061,  2172,  2062,  2411,
         2084,  2057, 11436,  2057,  2052,  1010,  2061,  2009,  1055,  2307,
         2000,  2031,  1012,   102])",1
104,i like this because i can get perfect slices of butter pats and the measurement is spot on .,"tensor([  101,  1045,  2066,  2023,  2138,  1045,  2064,  2131,  3819, 25609,
         1997, 12136,  6986,  2015,  1998,  1996, 10903,  2003,  3962,  2006,
         1012,   102])",1
105,i took the scope off and hit the target dead on .,"tensor([ 101, 1045, 2165, 1996, 9531, 2125, 1998, 2718, 1996, 4539, 2757, 2006,
        1012,  102])",1
106,i bought this for emergencies and found myself using this a lot .,"tensor([  101,  1045,  4149,  2023,  2005, 26360,  1998,  2179,  2870,  2478,
         2023,  1037,  2843,  1012,   102])",1
107,i really don t remember why i ordered this and was surprised when it arrived in the package .,"tensor([ 101, 1045, 2428, 2123, 1056, 3342, 2339, 1045, 3641, 2023, 1998, 2001,
        4527, 2043, 2009, 3369, 1999, 1996, 7427, 1012,  102])",0
108,"sorry ,  but disney s  crown jewels  can t compete with final fantasy xii  or even x  .","tensor([  101,  3374,  1010,  2021,  6373,  1055,  4410, 15565,  2064,  1056,
         5566,  2007,  2345,  5913, 14371,  2030,  2130,  1060,  1012,   102])",0
109,"but i am thinking ,  if you had some nice effect topcoats ,  it could be salvageable .","tensor([  101,  2021,  1045,  2572,  3241,  1010,  2065,  2017,  2018,  2070,
         3835,  3466,  2327, 16531,  2015,  1010,  2009,  2071,  2022, 18340,
         3085,  1012,   102])",0
110,"it had ,  and started dripping out of nearly every joint and crevice on the device .","tensor([  101,  2009,  2018,  1010,  1998,  2318, 14309,  2041,  1997,  3053,
         2296,  4101,  1998, 13675, 17726,  2063,  2006,  1996,  5080,  1012,
          102])",0
111,i can walk around my apartment without losing signal .,"tensor([ 101, 1045, 2064, 3328, 2105, 2026, 4545, 2302, 3974, 4742, 1012,  102])",1
112,material was soft and the design is nice .,"tensor([ 101, 3430, 2001, 3730, 1998, 1996, 2640, 2003, 3835, 1012,  102])",1
113,good noise canceling in other environments . not good outside in wind even with new mic grill .,"tensor([  101,  2204,  5005, 17542,  2075,  1999,  2060, 10058,  1012,  2025,
         2204,  2648,  1999,  3612,  2130,  2007,  2047, 23025, 18651,  1012,
          102])",0
114,"i was looking for a covered saucepan made in the usa ,  and this one is quite satisfactory .","tensor([  101,  1045,  2001,  2559,  2005,  1037,  3139, 12901,  9739,  2081,
         1999,  1996,  3915,  1010,  1998,  2023,  2028,  2003,  3243, 23045,
         1012,   102])",1
115,one of the hinges on the arms had bent .,"tensor([  101,  2028,  1997,  1996, 25484,  2006,  1996,  2608,  2018,  6260,
         1012,   102])",0
116,"this holster is sizable ,  especially when driving with a seat belt on .","tensor([  101,  2023, 29447,  2003, 25908,  1010,  2926,  2043,  4439,  2007,
         1037,  2835,  5583,  2006,  1012,   102])",1
117,"it has not hurt me ,  but has not helped either .","tensor([ 101, 2009, 2038, 2025, 3480, 2033, 1010, 2021, 2038, 2025, 3271, 2593,
        1012,  102])",0
118,"i bought one for myself and unfortunately ,  i have a larger space to cool than my folks do .","tensor([  101,  1045,  4149,  2028,  2005,  2870,  1998,  6854,  1010,  1045,
         2031,  1037,  3469,  2686,  2000,  4658,  2084,  2026, 12455,  2079,
         1012,   102])",0
119,feels like nails pressing into your ear canal .,"tensor([  101,  5683,  2066, 10063,  7827,  2046,  2115,  4540,  5033,  1012,
          102])",0
120,but at that price it s no big deal .,"tensor([ 101, 2021, 2012, 2008, 3976, 2009, 1055, 2053, 2502, 3066, 1012,  102])",1
121,i cut off the tail but it lost its charm .,"tensor([  101,  1045,  3013,  2125,  1996,  5725,  2021,  2009,  2439,  2049,
        11084,  1012,   102])",0
122,i am still a maruchan noodle lover tho  :   .,"tensor([  101,  1045,  2572,  2145,  1037, 26280, 14856,  2053, 26156,  7089,
        27793,  1024,  1012,   102])",0
123,this iphone case stands out as having had some real thought put into its design .,"tensor([  101,  2023, 18059,  2553,  4832,  2041,  2004,  2383,  2018,  2070,
         2613,  2245,  2404,  2046,  2049,  2640,  1012,   102])",1
124,"lodge ,  ,  ,  ,  purchased as one of my husbands gifts for xmas .","tensor([  101,  7410,  1010,  1010,  1010,  1010,  4156,  2004,  2028,  1997,
         2026, 19089,  9604,  2005,  1060,  9335,  1012,   102])",0
125,why cant i give it negative stars ?  the receiver beeped while in the house .,"tensor([  101,  2339,  2064,  2102,  1045,  2507,  2009,  4997,  3340,  1029,
         1996,  8393, 10506,  5669,  2096,  1999,  1996,  2160,  1012,   102])",0
126,i really like it as it is great to dry up the salad .,"tensor([  101,  1045,  2428,  2066,  2009,  2004,  2009,  2003,  2307,  2000,
         4318,  2039,  1996, 16521,  1012,   102])",1
127,i can t use this product because the perfume is so strong it would give me a headache .,"tensor([  101,  1045,  2064,  1056,  2224,  2023,  4031,  2138,  1996, 17013,
         2003,  2061,  2844,  2009,  2052,  2507,  2033,  1037, 14978,  1012,
          102])",0
128,my husband spilled a whole glass of wine on our very light colored carpet .,"tensor([  101,  2026,  3129, 13439,  1037,  2878,  3221,  1997,  4511,  2006,
         2256,  2200,  2422,  6910, 10135,  1012,   102])",0
129,there s a little bump where the plastic piece used to sit .   the kettle is fast and convenient .,"tensor([  101,  2045,  1055,  1037,  2210, 16906,  2073,  1996,  6081,  3538,
         2109,  2000,  4133,  1012,  1996, 22421,  2003,  3435,  1998, 14057,
         1012,   102])",1
130,the oxo can opener isn t that different in basic design from any other manual can opener .,"tensor([  101,  1996, 23060,  2080,  2064, 16181,  3475,  1056,  2008,  2367,
         1999,  3937,  2640,  2013,  2151,  2060,  6410,  2064, 16181,  1012,
          102])",1
131,the chocolate moo is even better but tends to separate when standing .,"tensor([  101,  1996,  7967,  9587,  2080,  2003,  2130,  2488,  2021, 12102,
         2000,  3584,  2043,  3061,  1012,   102])",0
132,i didn t even try to give it away .,"tensor([ 101, 1045, 2134, 1056, 2130, 3046, 2000, 2507, 2009, 2185, 1012,  102])",0
133,"if you are used to the drip coffee makers ,  you will find a percolator a bit more work .","tensor([  101,  2065,  2017,  2024,  2109,  2000,  1996, 27304,  4157, 11153,
         1010,  2017,  2097,  2424,  1037,  2566, 26289,  4263,  1037,  2978,
         2062,  2147,  1012,   102])",1
