row_id,LABEL
1060,1
1061,0
1062,1
1063,1
1064,1
1065,1
1066,1
1067,0
1068,1
1069,0
1070,0
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,0
1079,0
1080,0
1081,1
1082,0
1083,1
1084,0
1085,0
1086,1
1087,1
1088,1
1089,1
1090,0
1091,1
1092,0
1093,1
1094,0
1095,1
1096,0
1097,1
1098,1
1099,0
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,1
1108,1
1109,1
1110,1
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,0
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,1
1127,1
1128,0
1129,1
1130,1
1131,1
1132,0
1133,0
1134,1
1135,0
1136,0
1137,1
1138,0
1139,0
1140,1
1141,1
1142,0
1143,0
1144,1
1145,0
1146,0
1147,0
1148,1
1149,1
1150,1
1151,0
1152,1
1153,0
1154,0
1155,1
1156,0
1157,0
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,1
1175,0
1176,1
1177,0
1178,1
1179,1
1180,1
1181,1
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,0
1189,1
1190,1
1191,0
1192,1
1193,0
1194,1
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,1
1203,1
1204,0
1205,0
1206,0
1207,0
1208,1
1209,1
1210,1
1211,0
1212,0
1213,1
1214,1
1215,1
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,0
1223,1
1224,0
1225,1
1226,0
1227,1
1228,1
1229,1
1230,0
1231,0
1232,1
1233,1
1234,1
1235,1
1236,1
1237,0
1238,0
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,1
1246,1
1247,0
1248,0
1249,1
1250,1
1251,1
1252,0
1253,1
1254,0
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,0
1262,0
1263,1
1264,1
1265,0
1266,0
1267,1
1268,1
1269,1
1270,1
1271,0
1272,1
1273,0
1274,1
1275,0
1276,1
1277,0
1278,1
1279,0
1280,1
1281,0
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1288,0
1289,1
1290,0
1291,1
1292,0
1293,1
1294,0
1295,0
1296,1
1297,1
1298,1
1299,0
1300,1
1301,1
1302,1
1303,0
1304,1
1305,0
1306,1
1307,0
1308,1
1309,0
1310,0
1311,1
1312,1
1313,0
1314,0
1315,1
1316,0
1317,1
1318,1
1319,0
1320,1
1321,0
1322,0
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,0
1330,0
1331,1
1332,0
1333,0
1334,0
1335,1
1336,0
1337,1
1338,0
1339,0
1340,1
1341,1
1342,1
1343,0
1344,1
1345,0
1346,1
1347,1
1348,0
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,0
1365,0
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,1
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,0
1384,1
1385,0
1386,1
1387,1
1388,1
1389,0
1390,0
1391,1
1392,1
1393,0
1394,1
1395,0
1396,1
1397,1
1398,0
1399,0
1400,1
1401,1
1402,0
1403,0
1404,0
1405,1
1406,1
1407,0
1408,1
1409,1
1410,1
1411,0
1412,0
1413,1
1414,1
1415,0
1416,1
1417,1
1418,0
1419,0
1420,0
1421,0
1422,1
1423,0
1424,1
1425,1
1426,0
1427,1
1428,0
1429,0
1430,1
1431,1
1432,1
1433,0
1434,1
1435,0
1436,1
1437,1
1438,1
1439,0
1440,1
1441,1
1442,0
1443,1
1444,0
1445,1
1446,1
1447,1
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,1
1455,0
1456,1
1457,0
1458,0
1459,1
1460,1
1461,0
1462,1
1463,0
1464,0
1465,1
1466,0
1467,1
1468,0
1469,1
1470,1
1471,0
1472,1
1473,0
1474,1
1475,0
1476,0
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,0
1484,1
1485,1
1486,0
1487,0
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,0
1496,1
1497,1
1498,0
1499,0
1500,1
1501,1
1502,0
1503,1
1504,0
1505,1
1506,0
1507,1
1508,1
1509,1
1510,1
1511,0
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,1
1531,1
1532,1
1533,0
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,0
1545,1
1546,1
1547,0
1548,0
1549,0
1550,1
1551,1
1552,1
1553,0
1554,1
1555,0
1556,0
1557,1
1558,1
1559,1
1560,1
1561,0
1562,0
1563,1
1564,1
1565,1
1566,1
1567,0
1568,1
1569,0
1570,1
1571,1
1572,1
1573,0
1574,1
1575,0
1576,1
1577,1
1578,1
1579,0
1580,1
1581,1
1582,1
1583,1
1584,0
1585,0
1586,1
1587,1
1588,0
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,0
1596,0
1597,1
1598,0
1599,0
1600,0
1601,1
1602,1
1603,0
1604,0
1605,1
1606,0
1607,1
1608,0
1609,1
1610,0
1611,0
1612,0
1613,1
1614,0
1615,1
1616,1
1617,1
1618,0
1619,0
1620,1
1621,1
1622,0
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,0
1637,1
1638,1
1639,1
1640,1
1641,0
1642,0
1643,1
1644,1
1645,1
1646,1
1647,0
1648,1
1649,0
1650,0
1651,0
1652,0
1653,1
1654,1
1655,1
1656,1
1657,0
1658,0
1659,1
1660,1
1661,0
1662,1
1663,1
1664,1
1665,0
1666,1
1667,1
1668,1
1669,0
1670,1
1671,1
1672,1
1673,1
1674,1
1675,0
1676,0
1677,1
1678,0
1679,1
1680,1
1681,0
1682,1
1683,1
1684,1
1685,0
1686,1
1687,1
1688,0
1689,0
1690,1
1691,0
1692,0
1693,1
1694,1
1695,1
1696,0
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,0
1711,1
1712,1
1713,1
1714,1
1715,1
1716,0
1717,1
1718,1
1719,1
1720,0
1721,0
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,0
1732,0
1733,1
1734,0
1735,1
1736,0
1737,0
1738,1
1739,1
1740,1
1741,1
1742,0
1743,0
1744,0
1745,0
1746,1
1747,1
1748,1
1749,1
1750,0
1751,1
1752,1
1753,0
1754,0
1755,1
1756,0
1757,0
1758,0
1759,0
1760,0
1761,1
1762,1
1763,0
1764,0
1765,1
1766,0
1767,0
1768,1
1769,0
1770,1
1771,1
1772,0
1773,0
1774,1
1775,1
1776,1
1777,1
1778,0
1779,0
1780,1
1781,1
1782,0
1783,1
1784,1
1785,0
1786,0
1787,1
1788,0
1789,1
1790,0
1791,0
1792,1
1793,1
1794,1
1795,1
1796,0
1797,1
1798,1
1799,0
1800,0
1801,0
1802,0
1803,0
1804,1
1805,1
1806,1
1807,1
1808,1
1809,0
1810,1
1811,0
1812,1
1813,1
1814,1
1815,0
1816,0
1817,1
1818,0
1819,0
1820,0
1821,0
1822,0
1823,1
1824,1
1825,0
1826,1
1827,1
1828,0
1829,0
1830,1
1831,1
1832,1
1833,0
1834,1
1835,1
1836,1
1837,0
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,0
1848,0
1849,1
1850,1
1851,0
1852,0
1853,0
1854,0
1855,1
1856,1
1857,0
1858,1
1859,1
1860,0
1861,1
1862,0
1863,1
1864,1
1865,0
1866,1
1867,1
1868,0
1869,0
1870,1
1871,0
1872,1
1873,1
1874,0
1875,0
1876,1
1877,1
1878,0
1879,1
1880,0
1881,1
1882,1
1883,0
1884,1
1885,0
1886,1
1887,0
1888,1
1889,0
1890,1
1891,0
1892,1
1893,1
1894,1
1895,0
1896,1
1897,1
1898,1
1899,1
1900,1
1901,0
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,0
1911,1
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,1
1919,0
1920,0
1921,1
1922,0
1923,0
1924,0
1925,1
1926,1
1927,1
1928,0
1929,1
1930,0
1931,1
1932,0
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,0
1940,1
1941,1
1942,1
1943,1
1944,0
1945,1
1946,0
1947,1
1948,0
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,0
1959,0
1960,1
1961,1
1962,1
1963,0
1964,1
1965,1
1966,1
1967,0
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,0
1976,1
1977,1
1978,1
1979,1
1980,0
1981,1
1982,0
1983,1
1984,0
1985,0
1986,1
1987,1
1988,1
1989,1
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,1
1997,1
1998,0
1999,1
2000,1
2001,1
2002,1
2003,0
2004,0
2005,0
2006,1
2007,0
2008,1
2009,0
2010,0
2011,1
2012,0
2013,0
2014,0
2015,1
2016,0
2017,1
2018,1
2019,1
2020,0
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,0
2029,1
2030,0
2031,1
2032,1
2033,1
2034,1
2035,0
2036,0
2037,1
2038,0
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,0
2046,0
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,0
2057,0
2058,1
2059,0
2060,1
2061,1
2062,1
2063,0
2064,1
2065,0
2066,1
2067,0
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,0
2075,0
2076,1
2077,0
2078,0
2079,1
2080,1
2081,0
2082,1
2083,1
2084,1
2085,1
2086,1
2087,0
2088,1
2089,1
2090,0
2091,0
2092,1
2093,1
2094,1
2095,1
2096,0
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,0
2105,1
2106,1
2107,0
2108,1
2109,0
2110,0
2111,1
2112,1
2113,0
2114,0
2115,1
2116,0
2117,1
2118,1
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,1
2126,1
2127,0
2128,1
2129,1
2130,0
2131,0
2132,1
2133,1
2134,1
2135,0
2136,0
2137,1
2138,1
2139,1
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,0
2148,0
2149,0
2150,1
2151,1
2152,0
2153,0
2154,0
2155,1
2156,1
2157,1
2158,0
2159,1
2160,1
2161,0
2162,1
2163,1
2164,1
2165,1
2166,0
2167,0
2168,1
2169,1
2170,1
2171,0
2172,1
2173,0
2174,1
2175,1
2176,1
2177,1
2178,0
2179,1
2180,0
2181,1
2182,0
2183,0
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,0
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,1
2198,1
2199,1
2200,0
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,0
2209,1
2210,1
2211,1
2212,0
2213,1
2214,1
2215,1
2216,1
2217,0
2218,1
2219,1
2220,1
2221,1
2222,0
2223,1
2224,1
2225,1
2226,1
2227,1
2228,0
2229,1
2230,1
2231,1
2232,1
2233,0
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,0
2241,1
2242,1
2243,1
2244,1
2245,1
2246,0
2247,1
2248,0
2249,1
2250,0
2251,1
2252,1
2253,1
2254,1
2255,0
2256,0
2257,0
2258,0
2259,1
2260,1
2261,1
2262,1
2263,0
2264,1
2265,0
2266,0
2267,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,1
2274,1
2275,1
2276,1
2277,0
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,1
2286,0
2287,1
2288,1
2289,0
2290,1
2291,1
2292,0
2293,1
2294,0
2295,1
2296,1
2297,1
2298,1
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,1
2306,0
2307,0
2308,1
2309,1
2310,1
2311,0
2312,0
2313,1
2314,1
2315,0
2316,0
2317,0
2318,0
2319,1
2320,1
2321,1
2322,0
2323,0
2324,0
2325,1
2326,1
2327,0
2328,1
2329,1
2330,0
2331,0
2332,1
2333,1
2334,1
2335,0
2336,0
2337,0
2338,0
2339,1
2340,1
2341,0
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,0
2350,1
2351,0
2352,1
2353,1
2354,0
2355,1
2356,1
2357,0
2358,0
2359,1
2360,1
2361,0
2362,1
2363,1
2364,0
2365,1
2366,1
2367,0
2368,1
2369,1
2370,1
2371,1
2372,1
2373,1
2374,1
2375,1
2376,0
2377,0
2378,1
2379,0
2380,1
2381,1
2382,0
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,0
2400,0
2401,1
2402,0
2403,0
2404,1
2405,1
2406,1
2407,1
2408,0
2409,1
2410,1
2411,1
2412,0
2413,0
2414,0
2415,0
2416,1
2417,1
2418,0
2419,1
2420,0
2421,0
2422,1
2423,0
2424,1
2425,1
2426,0
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,0
2439,1
2440,0
2441,0
2442,1
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,0
2463,1
2464,0
2465,1
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,1
2478,0
2479,0
2480,1
2481,1
2482,1
2483,0
2484,1
2485,1
2486,1
2487,1
2488,1
2489,0
2490,1
2491,1
2492,1
2493,0
2494,0
2495,0
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,0
2506,0
2507,1
2508,1
2509,1
2510,0
2511,0
2512,1
2513,0
2514,0
2515,1
2516,0
2517,1
2518,1
2519,0
2520,1
2521,1
2522,0
2523,0
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,0
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,1
2549,0
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,0
2564,0
2565,1
2566,1
2567,0
2568,0
2569,1
2570,0
2571,1
2572,1
2573,0
2574,1
2575,1
2576,1
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,1
2584,1
2585,1
2586,1
2587,1
2588,1
2589,0
2590,1
2591,1
2592,0
2593,1
2594,1
2595,1
2596,1
2597,1
2598,0
2599,0
2600,1
2601,1
2602,0
2603,1
2604,1
2605,1
2606,0
2607,1
2608,1
2609,1
2610,1
2611,1
2612,0
2613,0
2614,1
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,0
2622,0
2623,1
2624,1
2625,0
2626,1
2627,1
2628,0
2629,1
2630,1
2631,0
2632,1
2633,0
2634,1
2635,1
2636,1
2637,0
2638,1
2639,1
2640,0
2641,1
2642,1
2643,0
2644,1
2645,0
2646,1
2647,1
2648,1
2649,1
2650,0
2651,0
2652,1
2653,1
2654,0
2655,1
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,1
2663,0
2664,1
2665,1
2666,1
2667,0
2668,1
2669,0
2670,0
2671,0
2672,1
2673,1
2674,0
2675,1
2676,1
2677,1
2678,1
2679,0
2680,0
2681,1
2682,1
2683,1
2684,1
2685,0
2686,0
2687,1
2688,0
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,0
2696,1
2697,1
2698,0
2699,0
2700,1
2701,0
2702,1
2703,0
2704,1
2705,1
2706,1
2707,1
2708,1
2709,0
2710,1
2711,0
2712,1
2713,1
2714,0
2715,1
2716,0
2717,1
2718,0
2719,0
2720,1
2721,1
2722,1
2723,0
2724,0
2725,0
2726,1
2727,1
2728,1
2729,0
2730,0
2731,1
2732,1
2733,1
2734,1
2735,0
2736,1
2737,1
2738,0
2739,1
2740,0
2741,1
2742,1
2743,1
2744,0
2745,0
2746,1
2747,1
2748,0
2749,1
2750,1
2751,0
2752,1
2753,1
2754,0
2755,1
2756,0
2757,1
2758,1
2759,0
2760,1
2761,1
2762,0
2763,0
2764,1
2765,1
2766,1
2767,0
2768,0
2769,0
2770,0
2771,1
2772,0
2773,1
2774,0
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,0
2783,0
2784,1
2785,0
2786,0
2787,1
2788,1
2789,0
2790,1
2791,0
2792,0
2793,1
2794,1
2795,0
2796,1
2797,1
2798,1
2799,1
2800,0
2801,0
2802,1
2803,1
2804,1
2805,0
2806,1
2807,0
2808,1
2809,1
2810,0
2811,1
2812,1
2813,0
2814,1
2815,1
2816,0
2817,1
2818,1
2819,1
2820,1
2821,1
2822,0
2823,1
2824,1
2825,0
2826,1
2827,0
2828,1
2829,1
2830,1
2831,0
2832,0
2833,1
2834,1
2835,1
2836,1
2837,0
2838,0
2839,1
2840,1
2841,0
2842,1
2843,0
2844,0
2845,1
2846,0
2847,1
2848,0
2849,1
2850,1
2851,0
2852,1
2853,0
2854,0
2855,1
2856,1
2857,0
2858,0
2859,1
2860,0
2861,0
2862,1
2863,1
2864,1
2865,1
2866,1
2867,0
2868,0
2869,1
2870,1
2871,1
2872,0
2873,1
2874,0
2875,1
2876,1
2877,1
2878,1
2879,0
2880,1
2881,0
2882,1
2883,1
2884,0
2885,1
2886,1
2887,0
2888,0
2889,1
2890,1
2891,0
2892,1
2893,1
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,1
2902,1
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,1
2910,1
2911,1
2912,0
2913,0
2914,1
2915,1
2916,1
2917,1
2918,1
2919,0
2920,0
2921,1
2922,1
2923,1
2924,0
2925,0
2926,1
2927,1
2928,0
2929,1
2930,1
2931,1
2932,1
2933,0
2934,0
2935,0
2936,1
2937,0
2938,1
2939,0
2940,0
2941,1
2942,1
2943,0
2944,0
2945,1
2946,1
2947,1
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,1
2958,1
2959,0
2960,1
2961,0
2962,0
2963,1
2964,0
2965,1
2966,1
2967,0
2968,1
2969,1
2970,0
2971,0
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,0
2982,1
2983,1
2984,1
2985,0
2986,1
2987,1
2988,0
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
