row_id,TEXT,input_ids,PREDICTED_LABEL
30,"but there are other fiestaware bowl options with more graceful lines . colors are ,  as expected with fiestaware ,  outstanding .","tensor([    1,  4297,    89,    32,    97,   856,  7098, 24590,  5749,  1735,
           19,    55, 38971,  2301,   479,  8089,    32,  2156,  1437,    25,
          421,    19,   856,  7098, 24590,  2156,  1437,  3973,   479,     2])",1
31,clean up is a breeze and the rice comes out fluffy and better .,"tensor([    1, 28401,    62,    16,    10, 24572,     8,     5,  7666,   606,
           66, 33564,     8,   357,   479,     2])",1
32,been using this protector for a few weeks .,"tensor([    1, 35507,   634,    42, 32747,    13,    10,   367,   688,   479,
            2])",1
33,it is round and so many are square .,"tensor([   1,  405,   16, 1062,    8,   98,  171,   32, 3925,  479,    2])",0
34,the only thing i dont like about it is it doesnt come with a lid .,"tensor([    1,   627,   129,   631,   939, 33976,   101,    59,    24,    16,
           24, 47320,   283,    19,    10, 13431,   479,     2])",1
35,"they are interesting in theory and idea ,  but in practice they re a bit disappointing .","tensor([    1, 10010,    32,  2679,    11,  6680,     8,  1114,  2156,  1437,
           53,    11,  1524,    51,   769,    10,   828,  6770,   479,     2])",0
36,the colors are nice but after a year of use they started to wear away .,"tensor([   1,  627, 8089,   32, 2579,   53,   71,   10,   76,    9,  304,   51,
         554,    7, 3568,  409,  479,    2])",0
37,always seems to work fine and no issues as of yet .,"tensor([    1, 30035,  1302,     7,   173,  2051,     8,   117,   743,    25,
            9,   648,   479,     2])",1
38,anything you try to cook in it will scorch unless you watch it like a hawk .,"tensor([    1, 40432,    47,   860,     7,  7142,    11,    24,    40, 21516,
          611,  3867,    47,  1183,    24,   101,    10, 36722,   479,     2])",0
39,"there are no handles on the egg holding tray ,  and it s metal besides .","tensor([    1,  8585,    32,   117, 14617,    15,     5,  8380,  1826, 27483,
         2156,  1437,     8,    24,   579,  4204, 12035,   479,     2])",0
40,"suddenly ,  i had the worst heart palpitations in my life .","tensor([    1,    29, 47513,  2156,  1437,   939,    56,     5,  2373,  1144,
         8750, 17291,  1635,    11,   127,   301,   479,     2])",0
41,i cook bulgogi as well as shabu shabu .,"tensor([    1,   118,  7142, 22382,   571, 22516,    25,   157,    25,  1481,
          873,   257,  1481,   873,   257,   479,     2])",1
42,then the next day i wanted to play with it again .,"tensor([    1, 13040,     5,   220,   183,   939,   770,     7,   310,    19,
           24,   456,   479,     2])",0
43,but i would not buy it as a gift for another kid .,"tensor([   1, 4297,  939,   74,   45,  907,   24,   25,   10, 4085,   13,  277,
        4607,  479,    2])",0
44,made a whole chicken in less than num_extend,"tensor([    1,  7078,    10,  1086,  5884,    11,   540,    87, 15009,  1215,
        16435,  1397,     2])",0
45,i am going to try the actual powder next time .,"tensor([    1,   118,   524,   164,     7,   860,     5,  3031, 10477,   220,
           86,   479,     2])",0
46,i probably would have rated this lower if it wasn t for how sick the chef micheal s brand made everyone .,"tensor([    1,   118,  1153,    74,    33,  5211,    42,   795,   114,    24,
          938,   326,    13,   141,  4736,     5,  8172, 14926,   700,   337,
          579,  1518,   156,   961,   479,     2])",0
47,i will definitely not but this one for my child .,"tensor([   1,  118,   40, 2299,   45,   53,   42,   65,   13,  127,  920,  479,
           2])",0
48,just not good for this type of use .,"tensor([   1, 8987,   45,  205,   13,   42, 1907,    9,  304,  479,    2])",0
49,it is difficult to line up the top and bottom .,"tensor([   1,  405,   16, 1202,    7,  516,   62,    5,  299,    8, 2576,  479,
           2])",0
50,"the plastic doesn t feel to comfortable but it s not bad ,  the light weight makes up for it .","tensor([   1,  627, 4136,  630,  326,  619,    7, 3473,   53,   24,  579,   45,
        1099, 2156, 1437,    5, 1109, 2408,  817,   62,   13,   24,  479,    2])",1
51,this bench scraper is extremely efficient and practical .,"tensor([    1,  9226,  3638, 20903,  1741,    16,  2778,  5693,     8,  7708,
          479,     2])",1
52,i took this game back and exchanged it less than an hour after buying it .,"tensor([    1,   118,   362,    42,   177,   124,     8, 11024,    24,   540,
           87,    41,  1946,    71,  2159,    24,   479,     2])",0
53,i rinsed it off immediately and put some sensitive skin cream on it .,"tensor([   1,  118,  910, 1344,  196,   24,  160, 1320,    8,  342,  103, 5685,
        3024, 6353,   15,   24,  479,    2])",0
54,"yes ,  you can make rice on the stove .","tensor([    1, 10932,  2156,  1437,    47,    64,   146,  7666,    15,     5,
        25901,   479,     2])",1
55,please do yourself a favor and stay far away from kitchenaid .,"tensor([    1, 37111,   109,  2512,    10,  4402,     8,  1095,   444,   409,
           31,  4647,  5526,   479,     2])",0
56,i predict many years of great mixing ahead .,"tensor([    1,   118,  7006,   171,   107,     9,   372, 17793,   789,   479,
            2])",1
57,the issues i raise would be common to any version of this design .,"tensor([   1,  627,  743,  939, 1693,   74,   28, 1537,    7,  143, 1732,    9,
          42, 1521,  479,    2])",0
58,if it really works i could care less about what it smells like .,"tensor([    1,  1594,    24,   269,  1364,   939,   115,   575,   540,    59,
           99,    24, 28078,   101,   479,     2])",0
59,and i felt like the cavewoman from encino man . the smelli tried to like the smell .,"tensor([    1,   463,   939,  1299,   101,     5, 12742,  7760,    31,  9689,
         1696,   313,   479,     5, 11362,   118,  1381,     7,   101,     5,
        11362,   479,     2])",0
60,haven t used it that long to say if it gets dirty and hard to clean .,"tensor([    1, 15159,   326,   341,    24,    14,   251,     7,   224,   114,
           24,  1516, 11216,     8,   543,     7,  2382,   479,     2])",1
61,he loves them and they fold up nice for travel .,"tensor([    1,   700,  6138,   106,     8,    51, 14789,    62,  2579,    13,
         1504,   479,     2])",1
62,"after all ,  if it was too loose ,  it d pop out everywhere and be annoying .","tensor([    1, 10669,    70,  2156,  1437,   114,    24,    21,   350,  7082,
         2156,  1437,    24,   385,  3495,    66,  6128,     8,    28, 19887,
          479,     2])",0
63,my only complaint is that they aren t dishwasher or water freindly .,"tensor([    1,  4783,   129,  3674,    16,    14,    51,  2025,   326,  8847,
        34475,    50,   514,  7619,  2028,   352,   479,     2])",1
64,there s a big hoopla about no artificial preservatives or flavorings .,"tensor([    1,  8585,   579,    10,   380, 28381,  2560,    59,   117,  7350,
         9383, 37376,    50, 12117,  1033,   479,     2])",0
65,i will check back to see if any changes were made .,"tensor([   1,  118,   40, 1649,  124,    7,  192,  114,  143, 1022,   58,  156,
         479,    2])",1
66,"as for the deathstar mission ,  the scenery is wrong .","tensor([    1,   281,    13,     5,   744,  3641,  2511,  2156,  1437,     5,
        26815,    16,  1593,   479,     2])",0
67,"the shoe was even more beautiful in person that it is in the picture ,  but it was extremely narrow .","tensor([    1,   627, 12604,    21,   190,    55,  2721,    11,   621,    14,
           24,    16,    11,     5,  2170,  2156,  1437,    53,    24,    21,
         2778,  6787,   479,     2])",0
68,i would buy another one if my screen cracks again .,"tensor([    1,   118,    74,   907,   277,    65,   114,   127,  2441, 17873,
          456,   479,     2])",1
69,"a must have ,  if you own the cuisinart chefs classic set of pans .","tensor([    1,   102,   531,    33,  2156,  1437,   114,    47,   308,     5,
         3729, 29761,  2013, 16131,  4187,   278,     9, 31592,   479,     2])",1
70,dump out the grinds and rinse under water .,"tensor([    1, 46593,    66,     5, 16655,    29,     8, 39448,   223,   514,
          479,     2])",1
71,what you get might not be what you re expecting .,"tensor([    1, 12196,    47,   120,   429,    45,    28,    99,    47,   769,
         4804,   479,     2])",0
72,"honestly for such a cheap price ,   not even $ shipped from usa  i wasn t expecting much of this thing .","tensor([    1,   298, 28180,   352,    13,   215,    10,  6162,   425,  2156,
         1437,  1437,    45,   190,    68, 12502,    31,   201,   102,  1437,
          939,   938,   326,  4804,   203,     9,    42,   631,   479,     2])",0
73,"i ve tried it more than once ,  and it doesn t seem to work for me .","tensor([   1,  118, 5030, 1381,   24,   55,   87,  683, 2156, 1437,    8,   24,
         630,  326, 2045,    7,  173,   13,  162,  479,    2])",0
74,i didn t like the taste once i mixed it with my coffee .,"tensor([   1,  118,  399,  326,  101,    5, 5840,  683,  939, 4281,   24,   19,
         127, 3895,  479,    2])",0
75,score !  i think i need one for myself now .,"tensor([    1, 31673, 27785,  1437,   939,   206,   939,   240,    65,    13,
         2185,   122,   479,     2])",1
76,"the price may seem steep ,  but keep in mind this price includes shipping .","tensor([   1,  627,  425,  189, 2045, 8431, 2156, 1437,   53,  489,   11, 1508,
          42,  425, 1171, 6738,  479,    2])",0
77,"make italian sausage ,  lots of soups and salads and it really speeds up the process and works very well .","tensor([    1, 19746,    24, 21999, 23753,  2156,  1437,  3739,     9, 22272,
         3275,     8, 26924,     8,    24,   269,  9706,    62,     5,   609,
            8,  1364,   182,   157,   479,     2])",1
78,i was amazed by how little effort it takes to make great bread with this machine .,"tensor([    1,   118,    21, 22431,    30,   141,   410,  1351,    24,  1239,
            7,   146,   372,  8084,    19,    42,  3563,   479,     2])",1
79,the cutscenes and other mandatory dialogue take up so much time that there s little time left for your playing .,"tensor([    1,   627,   847, 22270,     8,    97,  8549,  6054,   185,    62,
           98,   203,    86,    14,    89,   579,   410,    86,   314,    13,
          110,   816,   479,     2])",0
80,feels great in my hand and fits the phone very well .,"tensor([    1,  7068,  2507,   372,    11,   127,   865,     8, 10698,     5,
         1028,   182,   157,   479,     2])",1
81,this fan easily switches from exhaust and intake and you can set the individual fans as well .,"tensor([    1,  9226,  2378,  2773, 21737,    31, 19379,     8, 14797,     8,
           47,    64,   278,     5,  1736,   841,    25,   157,   479,     2])",1
82,maybe num_num phone calls and num_num text messages and light web surfing .,"tensor([    1, 31501, 15009,  1215, 42666,  1028,  1519,     8, 15009,  1215,
        42666,  2788,  3731,     8,  1109,  3748, 22184,   479,     2])",0
83,"having played madden since sega genesis ,  i m expecting more .","tensor([    1, 37167,   702,   475, 23004,   187,   842,  2538, 39577,  2156,
         1437,   939,   475,  4804,    55,   479,     2])",1
84,i bought this as a christmas present for someone .,"tensor([    1,   118,  2162,    42,    25,    10, 29224, 13738,  1455,    13,
          951,   479,     2])",0
85,i was horrified when i opened the box these cookies were shipped in .,"tensor([    1,   118,    21, 27807,    77,   939,  1357,     5,  2233,   209,
        15269,    58, 12502,    11,   479,     2])",0
86,i do keep my pitcher in the fridge all the time so i m sure that helps .,"tensor([    1,   118,   109,   489,   127,  7659,    11,     5, 22087,    70,
            5,    86,    98,   939,   475,   686,    14,  2607,   479,     2])",1
87,it is wobbly and have had my bike almost fall off i as quick enough to grab it  .,"tensor([    1,   405,    16,   885, 25795,   352,     8,    33,    56,   127,
         4806,   818,  1136,   160,   939,    25,  2119,   615,     7,  6895,
           24,  1437,   479,     2])",0
88,remote does not work my toshiba hd dvd player at all .,"tensor([    1, 46310,   473,    45,   173,   127,     7,  1193, 15577,  1368,
          417,   385, 40311,   869,    23,    70,   479,     2])",0
89,"took over the new oxo and he killed num_num out of seven on the first try ,  four in flight .","tensor([    1,    90,  6576,    81,     5,    92, 33665,   139,     8,    37,
          848, 15009,  1215, 42666,    66,     9,   707,    15,     5,    78,
          860,  2156,  1437,   237,    11,  2524,   479,     2])",1
90,well this cable certainly didn t last long as the title says num_num weeks .,"tensor([    1,  3056,    42,  6129,  1819,   399,   326,    94,   251,    25,
            5,  1270,   161, 15009,  1215, 42666,   688,   479,     2])",0
91,this is the best  electric broom  i have ever owned  and i have owned several  .,"tensor([    1,  9226,    16,     5,   275,  1437,  3459, 39546,  1437,   939,
           33,   655,  2164,  1437,     8,   939,    33,  2164,   484,  1437,
          479,     2])",1
92,but it does sound a little bit relaxed .,"tensor([    1,  4297,    24,   473,  2369,    10,   410,   828, 11956,   479,
            2])",0
93,the colors in the game are really bad .,"tensor([   1,  627, 8089,   11,    5,  177,   32,  269, 1099,  479,    2])",0
94,"these are soft plastic ,  and i know people said they were short .","tensor([    1, 29902,    32,  3793,  4136,  2156,  1437,     8,   939,   216,
           82,    26,    51,    58,   765,   479,     2])",0
95,the keep warm feature is excellent and maintains the quality of the cooked rice as long as you need .,"tensor([    1,   627,   489,  3279,  1905,    16,  4206,     8, 11498,     5,
         1318,     9,     5, 14166,  7666,    25,   251,    25,    47,   240,
          479,     2])",1
96,we only use it when necessary but unfortunately right now it is completely useless and the batteries work fine .,"tensor([    1,  1694,   129,   304,    24,    77,  2139,    53,  9574,   235,
          122,    24,    16,  2198, 23584,     8,     5, 10535,   173,  2051,
          479,     2])",0
97,we set the burner to whatever level we need to cook with and then we cook .,"tensor([    1,  1694,   278,     5, 35285,     7,  3046,   672,    52,   240,
            7,  7142,    19,     8,   172,    52,  7142,   479,     2])",1
98,it brings water to the boil in just a couple of minutes .,"tensor([    1,   405,  3291,   514,     7,     5, 18533,    11,    95,    10,
          891,     9,   728,   479,     2])",1
99,we bought several to use at a party we had and they worked great .,"tensor([   1, 1694, 2162,  484,    7,  304,   23,   10,  537,   52,   56,    8,
          51, 1006,  372,  479,    2])",1
100,"nice quality ,  great for any size rod since you use own own hanger in it .","tensor([    1, 34033,  1318,  2156,  1437,   372,    13,   143,  1836, 21966,
          187,    47,   304,   308,   308,  1368,  8395,    11,    24,   479,
            2])",1
101,not sure i d like it if it were heavier .   .,"tensor([    1,  3654,   686,   939,   385,   101,    24,   114,    24,    58,
        19351,   479,  1437,  1437,   479,     2])",0
102,"no special wires to carry ,  no proprietary wires to carry  you hear that apple ?  ?   .","tensor([    1,  2362,   780, 22893,     7,  2324,  2156,  1437,   117, 14101,
        22893,     7,  2324,  1437,    47,  1798,    14, 15162, 17487,  1437,
        17487,  1437,  1437,   479,     2])",0
103,"we use the griddle so much more often than we anticipated we would ,  so it s great to have .","tensor([    1,  1694,   304,     5,  4435, 17993,    98,   203,    55,   747,
           87,    52,  5291,    52,    74,  2156,  1437,    98,    24,   579,
          372,     7,    33,   479,     2])",1
104,i like this because i can get perfect slices of butter pats and the measurement is spot on .,"tensor([    1,   118,   101,    42,   142,   939,    64,   120,  1969, 23873,
            9,  9050,   181,  2923,     8,     5, 20104,    16,  1514,    15,
          479,     2])",1
105,i took the scope off and hit the target dead on .,"tensor([   1,  118,  362,    5, 7401,  160,    8,  478,    5, 1002, 1462,   15,
         479,    2])",1
106,i bought this for emergencies and found myself using this a lot .,"tensor([    1,   118,  2162,    42,    13, 20601,     8,   303,  2185,   634,
           42,    10,   319,   479,     2])",1
107,i really don t remember why i ordered this and was surprised when it arrived in the package .,"tensor([   1,  118,  269,  218,  326, 2145,  596,  939, 2740,   42,    8,   21,
        3911,   77,   24, 2035,   11,    5, 3737,  479,    2])",1
108,"sorry ,  but disney s  crown jewels  can t compete with final fantasy xii  or even x  .","tensor([    1, 39088,  2156,  1437,    53,  2982,  2596,   579,  1437,  6420,
        34971,  1437,    64,   326,  3511,    19,   507,  8235,  3023,  4132,
         1437,    50,   190,  3023,  1437,   479,     2])",0
109,"but i am thinking ,  if you had some nice effect topcoats ,  it could be salvageable .","tensor([    1,  4297,   939,   524,  2053,  2156,  1437,   114,    47,    56,
          103,  2579,  1683,   299,   876,  2923,  2156,  1437,    24,   115,
           28, 22742,   868,   479,     2])",0
110,"it had ,  and started dripping out of nearly every joint and crevice on the device .","tensor([    1,   405,    56,  2156,  1437,     8,   554, 38221,    66,     9,
          823,   358,  2660,     8,  8633, 36237,    15,     5,  2187,   479,
            2])",0
111,i can walk around my apartment without losing signal .,"tensor([   1,  118,   64, 1656,  198,  127, 3537,  396, 2086, 6029,  479,    2])",0
112,material was soft and the design is nice .,"tensor([    1, 36739,    21,  3793,     8,     5,  1521,    16,  2579,   479,
            2])",0
113,good noise canceling in other environments . not good outside in wind even with new mic grill .,"tensor([    1,  8396,  6496, 21338,  1527,    11,    97, 11534,   479,    45,
          205,   751,    11,  2508,   190,    19,    92, 14926, 20212,   479,
            2])",0
114,"i was looking for a covered saucepan made in the usa ,  and this one is quite satisfactory .","tensor([    1,   118,    21,   546,    13,    10,  2913,  8929, 12560,   156,
           11,     5,   201,   102,  2156,  1437,     8,    42,    65,    16,
         1341, 28173,   479,     2])",1
115,one of the hinges on the arms had bent .,"tensor([    1,  1264,     9,     5, 33374,    15,     5,  3701,    56, 18822,
          479,     2])",0
116,"this holster is sizable ,  especially when driving with a seat belt on .","tensor([    1,  9226, 44614,    16, 23319,  2156,  1437,   941,    77,  1428,
           19,    10,  2418,  7494,    15,   479,     2])",1
117,"it has not hurt me ,  but has not helped either .","tensor([   1,  405,   34,   45, 2581,  162, 2156, 1437,   53,   34,   45, 1147,
        1169,  479,    2])",0
118,"i bought one for myself and unfortunately ,  i have a larger space to cool than my folks do .","tensor([   1,  118, 2162,   65,   13, 2185,    8, 9574, 2156, 1437,  939,   33,
          10, 2514,  980,    7, 3035,   87,  127, 5450,  109,  479,    2])",1
119,feels like nails pressing into your ear canal .,"tensor([    1,  7068,  2507,   101, 20941, 10275,    88,   110,  5567, 21259,
          479,     2])",0
120,but at that price it s no big deal .,"tensor([   1, 4297,   23,   14,  425,   24,  579,  117,  380,  432,  479,    2])",0
121,i cut off the tail but it lost its charm .,"tensor([    1,   118,   847,   160,     5,  7886,    53,    24,   685,    63,
        16426,   479,     2])",0
122,i am still a maruchan noodle lover tho  :   .,"tensor([    1,   118,   524,   202,    10,  4401,  4272,   260, 38709,   459,
        16095, 41090,  1437,  4832,  1437,  1437,   479,     2])",1
123,this iphone case stands out as having had some real thought put into its design .,"tensor([    1,  9226,  1437, 28778,  1264,   403,  3311,    66,    25,   519,
           56,   103,   588,   802,   342,    88,    63,  1521,   479,     2])",1
124,"lodge ,  ,  ,  ,  purchased as one of my husbands gifts for xmas .","tensor([    1,   462, 20305,  2156,  1437,  2156,  1437,  2156,  1437,  2156,
         1437,  3584,    25,    65,     9,   127, 27718,  7420,    13,  3023,
        13738,   479,     2])",1
125,why cant i give it negative stars ?  the receiver beeped while in the house .,"tensor([    1, 25800, 17672,   939,   492,    24,  2430,  2690, 17487,  1437,
            5,  4797,    28,  2462,   196,   150,    11,     5,   790,   479,
            2])",0
126,i really like it as it is great to dry up the salad .,"tensor([    1,   118,   269,   101,    24,    25,    24,    16,   372,     7,
         3841,    62,     5, 13153,   479,     2])",1
127,i can t use this product because the perfume is so strong it would give me a headache .,"tensor([    1,   118,    64,   326,   304,    42,  1152,   142,     5, 33023,
           16,    98,   670,    24,    74,   492,   162,    10, 19344,   479,
            2])",0
128,my husband spilled a whole glass of wine on our very light colored carpet .,"tensor([    1,  4783,  1623, 19932,    10,  1086,  4049,     9,  3984,    15,
           84,   182,  1109, 20585,  7986,   479,     2])",0
129,there s a little bump where the plastic piece used to sit .   the kettle is fast and convenient .,"tensor([    1,  8585,   579,    10,   410,  8792,   147,     5,  4136,  2125,
          341,     7,  2662,   479,  1437,  1437,     5, 37377,    16,  1769,
            8, 12148,   479,     2])",1
130,the oxo can opener isn t that different in basic design from any other manual can opener .,"tensor([    1,   627, 33665,   139,    64,  5346,   965,   326,    14,   430,
           11,  3280,  1521,    31,   143,    97, 12769,    64,  5346,   479,
            2])",1
131,the chocolate moo is even better but tends to separate when standing .,"tensor([    1,   627,  7548,   475,  3036,    16,   190,   357,    53, 11818,
            7,  2559,    77,  2934,   479,     2])",0
132,i didn t even try to give it away .,"tensor([  1, 118, 399, 326, 190, 860,   7, 492,  24, 409, 479,   2])",0
133,"if you are used to the drip coffee makers ,  you will find a percolator a bit more work .","tensor([    1,  1594,    47,    32,   341,     7,     5, 33807,  3895,  6644,
         2156,  1437,    47,    40,   465,    10,   228,  9119,  2630,    10,
          828,    55,   173,   479,     2])",1
134,i haven t taken it for a full month yet but i haven t noticed any improvements at all yet .,"tensor([   1,  118, 2220,  326,  551,   24,   13,   10,  455,  353,  648,   53,
         939, 2220,  326, 5324,  143, 5139,   23,   70,  648,  479,    2])",0
135,i rented this game a while back because of it s innovative idea .,"tensor([    1,   118, 16425,    42,   177,    10,   150,   124,   142,     9,
           24,   579,  5497,  1114,   479,     2])",1
136,received the product last week and used it first time today .,"tensor([    1, 33979,     5,  1152,    94,   186,     8,   341,    24,    78,
           86,   452,   479,     2])",1
137,it s not a big geal but would be helpful if you re doing other things as well .,"tensor([    1,   405,   579,    45,    10,   380,   821, 18696,    53,    74,
           28,  7163,   114,    47,   769,   608,    97,   383,    25,   157,
          479,     2])",1
138,you won t go wrong with these bowls and they are an excellent value to boot .,"tensor([    1,  6968,   351,   326,   213,  1593,    19,   209, 22841,     8,
           51,    32,    41,  4206,   923,     7,  9759,   479,     2])",1
139,"when i selected vaseline sheer infusion body lotion thru the vine program ,  i was really excited .","tensor([    1, 14746,   939,  3919, 37345,  7012, 11708, 29016,   809,   319,
         1499, 34876,     5, 20151,   586,  2156,  1437,   939,    21,   269,
         2283,   479,     2])",1
140,num_num  cups  of espresso is not even one full cup of american coffee . there s no need to hesitate .,"tensor([    1, 42666,  1215, 42666,  1437, 12988,  1437,     9, 35592,    16,
           45,   190,    65,   455,  4946,     9, 38187,   260,  3895,   479,
           89,   579,   117,   240,     7, 21587,   479,     2])",0
141,"use it for home use ,  no issues .  .  . very durable and easy to use .","tensor([    1,  3698,    24,    13,   184,   304,  2156,  1437,   117,   743,
          479,  1437,   479,  1437,   479,   182, 18300,     8,  1365,     7,
          304,   479,     2])",1
142,they don t absorb odors or food particles and are easy to clean .,"tensor([    1, 10010,   218,   326, 15709,  7452,   994,    50,   689, 16710,
            8,    32,  1365,     7,  2382,   479,     2])",1
143,"i purchased this at a pet store for my lab ,  and he cannot figure it out .","tensor([   1,  118, 3584,   42,   23,   10, 4716, 1400,   13,  127, 6348, 2156,
        1437,    8,   37, 1395, 1955,   24,   66,  479,    2])",0
144,they are a good substitute for the high end glasses .,"tensor([    1, 10010,    32,    10,   205, 10268,    13,     5,   239,   253,
        11121,   479,     2])",0
