row_id,TEXT,LABEL
58,"-lrb- The Wendigo is -rrb- the reason we go to the cinema: to be nourished through the eyes, the heart and the mind.",1
59,This devastating remake mixes speed and silliness and lacks the punch and wit of the 1970s original .,0
60,"If it weren't for 9/11, Collateral Damage would have been just another bad movie.",0
61,My little girl wanted this for her birthday so we got it.,0
62,"I wouldn't trade them for anything, but for the price, this is a great knife.",1
63,"Static, repetitive, muddy and blurry, Hey Arnold!",0
64,"A boring, clichéd little B-movie.",0
65,"Many similar documentaries rely on religious bigotry or villain fanaticism as their premise , but "" Family Grounders "" displays a rare gift for unflinching impartiality .",1
66,Weak drama and an annoyingly slow ride.,0
67,The film will reach far beyond its core audience.,1
68,One to another company and two to amazon.com.,1
69,"Although Howard displays a fine directorial eye, this Southern Gothic drama is woefully unpalatable, with a lackluster narrative and enough flashbacks and stilted metaphors to choke a horse—or at least send it canting.",0
70,It sits very steadily on your ear and is surprisingly comfortable.,1
71,The material it's made of is like a dust magnet.,0
72,My phone was charging in my bag during the meeting.,1
73,"If you can afford it, take steps that will last.",0
74,I wouldn't trust anything larger than iphone num_extend,0
75,I'm concerned that the price of these measuring cups will be fragile.,1
76,This movie exists for its football action and superb performances.,1
77,The bottom container is not as small as one might think.,1
78,"Usually when I get this much syrup, I like to pair it with pancakes.",0
79,"This headset is amazing, the sound quality is really great.",1
80,Ford deserves to be remembered at the Oscars for this fascinating portrait of a conflicted soldier.,1
81,Trying to swipe to another screen instantly closes it.,0
82,Steve Irwin’s approach is Ernest Hemingway turned up in speed and volume.,1
83,This is very minor and does not affect my rating.,1
84,"Performed by Marcus Miller on such obnoxious instruments as accordion, harmonica and banjo, the film is a monument to a bad movie turned into something gorgeous.",0
85,"The casting of almost every main character in ""High Crime"" is a failure.",0
86,A fascinating cross-cultural comedy of manners.,1
87,"Like a tone-deaf singer at a charity concert, John Q is a bad movie put on for charity.",0
88,Life is like a clay pot—or something like that.,0
89,"The film was acclaimed for its seriousness , its high literary ambitions , and its stunning performances .",1
90,Replaced my previous Pellet Chef garlic press with this one.,1
91,I love the floral design and colors.,1
92,I've read reviews from wine experts saying it doesn't work.,1
93,This is an imaginative and admirably mature work from a talented director who certainly has ideas of his own.,1
94,Advanced types of storytelling can move us simply by crossing the nuclear line.,1
95,fear dot com is too disjointed and incoherent to build any suspense.,0
96,I think I’ll come back and stick with wool gloves.,0
97,So it's not suitable to leave at night.,0
98,"It takes a slightly believable love triangle story and places it in a difficult scenario, then disappointingly takes the story into the realm of an impossible thriller.",0
99,"The see-saw battle at the heart of Beijing Bicycle is weighed down by painful artifice, overheated pathos, and long, melancholic stares.",0
100,"In the second half of the film, Frey’s control gradually loosens, proportional to the amount of screen time he gives Nachtwey self-analysis.",0
101,"The storyline is so understated that you can't really figure out what the other characters, including Anna's father and grandfather, think about Anna's future.",0
102,"Imagine James Woods’ character in Videodrome filming a home movie of Audrey Rose and showing it to the kids in The Sixth Sense, and you’ve imagined the ring.",0
103,I don't think this size is suitable for a bird weighing more than num_num pounds.,1
104,"Its success does lie in the fact that it follows a feel-good formula and a winning formula, and provides its target audience – city kids – with some welcome role models and optimism.",1
105,It’s very dark and it really adds volume.,0
106,I don't understand why other people like this.,0
107,I received them as a Christmas gift and I love them.,1
108,I'm glad to see it's still available.,1
109,It was nice to not have to use the burner for a few hours.,1
110,The last time I did this was a year ago.,1
111,I purchased two and mounted them horizontally under the shelves on my kitchen island.,1
112,"The pleasures of Super Trooper may be fleeting, but they will leave a lasting impression on anyone who still has a soft spot for pre-college humor.",1
113,Plugging the iPad into my car works great.,1
114,The flap is also very good and not loose at all.,1
115,"It’s just a sly allusion to the Others, but it doesn’t become a postmodern joke, and its “man in the sardine can”-like twisted logic is creepy.",1
116,"It’s an unsatisfying mix of “Blair Witch” and the typical stalk-and-slash genre, where the most reserved protagonist is always the last one standing.",0
117,I purchased this jawbone hd to replace my old jawbone thinker.,0
118,But what an amazing hiss!,1
119,"Toast, muffins and bagels are among the options.",1
120,"Although the film 's plot is realistic , its plot is exaggerated , its dialogues are clichéd , and its style is out of place .	",0
121,The film depicts elegance in an imperfect world .	,1
122,"Herzog obviously wants to find some kind of moral in his allegory, but Ahola’s poor performance undermines the notion that a strong, unified performance of German and Eastern European Jews might have been able to change 20th-century history.",0
123,"The overall feel of the film is pretty cheesy, but despite the poor writing and directing, it still feels like the Star Trek tradition has been respected with the utmost respect.",0
124,"There's too much dialogue, and it's too brain-twisting -- or, at any rate, too brain-twisting for its interesting subject matter.",0
125,"Since my USB port was not available, I used it to charge the battery.",1
126,"It feels like a contrived, only-in-Hollywood production, with big-name actors delivering stellar performances for the sole purpose of generating Oscar talk.",0
127,The film has the same relationship to actual tension as Christmas tree fluff in a spray can has to actual snow: a poor—albeit durable—imitation.,0
128,"Great charger, although there are probably cheaper options out there.",1
129,All my testing proves this. Hope that helps.,1
130,I've used them a few times but they break easily.,0
131,So far I'm not happy at all.,0
132,"This is one of those rare, exhilarating gems of a film, made all the more wonderful when you mull over its every nuance in your mind.",1
133,There’s a chemistry and comfort between Westerfield and Jurgensen that’s both playful and endearing.,1
134,But it also offers a lot to think about and chew on as its unusual relationships slowly unfold.,1
135,Writer-director Berg has imaginatively fanned the embers of a national grief and curiosity that had solidified into long-standing cynicism and fear.,1
136,"Imagine if you took a Tony Hawk skate video and intertwined it with footage of behind enemy lines, set to the electronic music of Jersey Shore.",0
137,Order with other items and enjoy free shipping.,1
138,The only suspense is whether the film will change its title or distributor again before the end credits roll.,0
139,"Sheinberg weaves a carefully balanced plot that is not controlled by any one character, but he is oddly sympathetic to both and strives for a tender yet darkly humorous effect.",1
140,No. .,0
141,"Even though they are stretchy, they are small in size.",0
142,"Whether viewed on a ten-inch television screen or at the local multiplex, Steve Irwin's gripping, educational antics are priceless entertainment.",1
143,This case was far from what I expected.,0
144,As a unique character study it is perfect .,1
145,"Complex, moving and stylish, the film stirs powerful emotions in its audience and prompts them to question their own deepest moral notions of right and wrong.",1
146,The smartest and dumbest comedy of this summer.,1
147,It’s best to invest in a good set of makeup brushes.,0
148,"That night, I made flour tortillas for our burrito dinner.",1
149,I will not be purchasing anything else from this supplier.,0
150,Some films test the patience of even the most cinephile critics - this is one of them.,0
151,This salad dehydrator is durable and easy to use.,1
152,"For the price, this is a good purchase.",1
153,But fans should be happy to meet a brand new Pokémon named Celebi.,1
154,"Audiences accustomed to crying for big-eyed, soft-cheeked little ones and their sympathetic caregivers may find the film’s acerbic, unsweet humor emotionally cheating.",0
155,Not to mention it doesn't exactly fit on my screen.,0
156,There are num_num bright LEDs that can be used for taking pictures or as a flashlight.,1
157,"I love this ride -lrb- bumps and all the -rrb-, creamy depth and ultimate theme.",1
158,I watched knockaround guys yesterday but the details are as faded as photos of the Spanish-American War…it was so unmemorable that my ballpoint pen notes turned to invisible ink.,0
159,My plate felt solid to the touch.,1
160,That's way too much to spend for a $ cable.,0
161,"By the end of No Such Thing, the audience, like Beatrice, has developed wary feelings toward the monster.",1
162,But it also comes at a cost for its complex intellectual game.,0
163,We have been taking care of our hair for months and finally got this.,0
164,I bought this set for our oven.,0
165,Just play this damn song and move on.,0
166,"The storyline is straightforward, the acting is TV-quality, and the message of providing comfort through deception is a little creepy.",0
167,While MacFarlane’s animation elevates the film well above the level of other coming-of-age movies…it’s also so jarring that it’s hard to get back into the boys’ story.,0
168,"Everything about Ivan and Charlotte, and everything about Ivan's vivacious Jewish sister and her non-Jewish husband, feels funny and real.",1
169,This one does the job I need! .,1
170,"When it's all wet, Blue Obsession is extremely enjoyable.",1
171,"Unfortunately, this product did not do much for me.",0
172,It’s still been a fun learning experience and so far so good.,1
173,A comedy on an off-the-beaten-path topic that's entertaining from start to finish.,1
174,"If you can get past the fantasy and harsh reality of The Island, you're left with a film that will blow your mind, a visual masterpiece, and a story unlike anything you've seen anywhere else.",1
175,This did not eliminate the smell and my pet wanted to eat it.,0
176,"Even though it says it contains shea butter, it is not a good conditioning product.",0
177,It’s heavy and stable enough that it won’t tip over when the wind picks up.,1
178,The filmmakers deftly evoke the fear many city dwellers feel about nature.,1
179,Do not remove the first part of the screen until the second part has been applied.,1
180,I might even give some as gifts this holiday season.,1
181,It's pretty sturdy and I haven't broken it yet.,1
182,A well-filmed but poorly written story set in a future ravaged by dragons.,0
183,"These are lives worth watching, paths worth following.",1
184,I can't wait to show it off! Thanks! .,1
185,Like how many times you face the Nazgul and how easily they are defeated.,0
186,Aside from a few mildly funny lines...there's nothing funny.,0
187,I spent more time fiddling with this than watching the road.,0
188,"I bought the lowest priced model, mostly to test the brand more than anything else.",1
189,I thought it would be quicker and easier but it wasn't.,1
190,"If your bike has a kickstand on the plate, it will not lock.",0
191,Something that true movie fans will enjoy.,1
192,"Most Crush is a smart, charming romantic comedy with a delightful hint of spiciness.",1
193,I tried everything except breaking the thing.,0
194,"Great headphones, solid quality and windproof.",1
195,"I love the food my cats eat, as you can see below.",0
196,"It’s like a Showtime grill, you set it and forget it.",1
197,I ordered these from Amazon because I couldn't find them in my area.,0
198,I had much better luck with the other three pairs mentioned above.,0
199,I entered my password but the router didn't recognize it.,0
200,"It humanizes this never-ending cycle of chaos and hatred, evokes a sense of shame in all who participate in it, and even promotes understanding.",1
201,I bought this as a gift for my son.,1
202,"num_extend has better graphics, better sounds, and slightly better controls.",0
203,I probably found the process a little too traditional.,0
204,It basically picks up what's directly in front of it.,1
205,"What Full Frontal lacks in thematic coherence, it largely makes up for as a loosely structured piece of experimental entertainment.",1
206,... The sum of its parts essentially equals chaotic mediocrity.,0
207,Everything else is almost pale.,0
208,This style of meat pounder is a bit like a commodity.,1
209,"Even for a crappy horror movie, this movie is pretty crappy.",0
210,They stack neatly in a closet and clean up nicely in the dishwasher.,1
211,"A boring, chillingly cute, sickeningly politically correct cartoon guaranteed to send anyone over the age of four screaming out of the cinema.",0
212,The film shows both innocence and wisdom - wisdom that comes from experience.,1
213,The wheels often get stuck and cannot turn on the track.,0
214,I don’t recommend doing this on a black iPhone.,1
215,One minute per slice seems to be a good rule of thumb so far.,1
216,"The cheese turned out so light and fluffy, I really wish I had one sooner.",1
217,"It automatically turns off after num_num hours, which is a nice feature.",1
218,"Too loud, too long, too crazy, Die Another Day suggests that the Bond films have hit a creative wall that 007 can’t fly over, can’t crawl through, can’t break through.",0
219,Just do your homework and you will be very satisfied in the end.,1
220,"Bold and lyrical, Raja Amari’s debut feature expands the popular notion that middle-aged women just want to have fun into a thrilling treatise on sensual empowerment.",1
221,Sugar is highly addictive and does not do the body any good.,0
222,Then plugged in my phone and charged it.,1
223,There is no menu selection for finding free books.,0
224,I only order here because they are a lot cheaper.,0
225,"A stylish journey into time, Clockstoppers is a lively and entertaining adventure for all ages, at any time.",1
226,The voice commands on this machine are better than others I’ve tried.,1
227,"Even though I don't use it, I keep it.",0
228,"Despite the port break, it still gets num_extend stars.",1
229,The main flavor is a light sweetness from cinnamon and stevia.,0
230,Director Rob Marshall did his best to produce a brilliant film.,1
231,We usually run it at low speed so it is relatively quiet.,1
232,I can't believe I haven't owned something like this before.,1
233,A fascinating journey from childhood idealism to teenage self-absorption.,1
234,I want them all to be easily accessible.,0
235,It can create a very severe case of this and be very uncomfortable to wear.,0
236,"Christians, sensitive to the idea of reducing their God to a feel-good doctor who preaches love or an all-powerful slob, will be more offended than secularists, who might even praise God for gifting such an instant camp classic.",1
237,I didn't have unrealistic expectations for this device.,1
238,The only reason it’s shocking is because it reveals the bottomless pit of self-absorption that is the filmmaker.,0
239,... is too gory to be a comedy and too silly to be an effective horror film.,0
240,"Sunshine State lacks the energy that Limbo offers, and is, in some ways, a rather self-indulgent work.",0
241,A sour and unpalatable offering.,0
242,The finished product is great and makes for great French toast.,1
243,"Ultimately, the project comes across as cold, detached and uninviting, perhaps leaving viewers wondering: ' What's the point? '",0
244,"Unfortunately, it wasn't my Blackberry nor my cell phone.",0
245,The performance alone is worth the price of admission.,1
246,Another thing I really like is that it has no rivets.,1
247,It might work for num_num months and then die.,0
248,I don't think I've been so enthralled and astounded by an Asian film since Shinya Tsukamoto's Iron Man.,1
249,This Turner has been doing a good job over the past few years.,1
250,"Of course, the Germans call this kind of thinking good engineering.",1
251,Syncing is easy and requires no passwords or codes.,1
252,There are plenty of vulgar highlights from the infamous c.h.o.,0
253,"The characterizations are so far-fetched and exaggerated that they are neither funny nor believable most of the time, and Clayburgh doesn’t always improve the exaggerated mix.",0
254,"Whether you are moved and fall in love with it, or are bored or frustrated by the film, you will feel something.",1
255,We miss the quirky surprises that used to be an integral part of the journey.,0
256,The show is directed by veteran sitcom director Joe Zwick. It has a slow pace and is a sitcom without hilarious scenes.,0
257,It’s a depressing Goodfellas rip-off and a confusing and offensive cautionary tale for Hispanics.,0
258,"Spousal abuse is a major issue in contemporary society, but this film reduces this family tragedy to slick melodrama.",0
259,"Although there's no expectation of a perfect ending, Sweet Home Alabama was well-loved by critics who were escaping small-town life.",1
260,"What’s commendable about the film is that the actors’ performances are fresh and natural, while Munch achieves a wonderful contrast between reality and sentimentality.",1
261,"Abbas’s sensuous performance adds luster to this thin story, but her inner journey remains largely unexplored, and we can’t help but wonder about this outwardly bizarre woman whose emotional depth is only hinted at.",1
262,"To be honest, if you've seen more than half a dozen horror movies, there's nothing here you haven't seen before.",0
263,You’ve seen them a million times.,0
264,Other than that little issue this is a great bt headset.,1
265,Will engage your child's imagination and keep them amazed and delighted.,1
266,It's too small. Get a bat and a ball. Pass this over.,0
267,It’s a thoughtful and deeply moving work that confronts difficult issues with honesty and beauty.,1
268,I simply don't believe in these villains and their schemes.,0
269,"The film is less campy than its predecessor, and Mark Chao seems to have settled comfortably into the role, which greatly enhances the film’s appeal.",1
270,"This is one of those movies where you walk out of the theater not feeling cheated but feeling pandered to, and by the end, that feeling is likely to be even more infuriating.",0
271,"Adapted by Kevin Moloney from Simon Rice’s novel The Death of Napoleon and directed by Alan Taylor, Napoleon’s journey is interesting, but his rebirth in Paris is aborted.",0
272,"Only an epic documentary could capture it all, and Spike Lee's Jim Brown: All American At Last gives its subject a film worthy of his talent.",1
273,"It might be easy to dismiss Mr. Andrew and his collaborators as cranks, but Mr. Earnhardt’s puzzling, fascinating film ultimately shows us that they are artists.",1
274,"Once the charger was removed , the phone started working again .",0
275,Seems to work fine in my mom's humidifier.,1
276,They have a medium pile lining and have a stiffer polyester feel.,0
277,"It’s an example of fine and challenging filmmaking that, despite a distinct lack of emotional weight, stands in stark contrast to the self-indulgent dead-end experiments that have characterized this director’s previous work.",1
278,"The sequel to the 1999 hit is more visually sophisticated , funnier and crazier .",1
279,It was easy to put on and I had no problems.,1
280,"Literate and intelligent as all this might be, it never took off and always seemed to remain stationary.",0
281,"A thoughtful, inspiring, and insistently humane film.",1
282,"This World War II drama is brilliantly plotted, visually stunning, and full of complex characters that are unforgettable, yet it never tries to hide its purpose.",1
283,"I don’t know exactly how to make sense of Steven Soderbergh’s Full Frontal , but that didn’t stop me from enjoying much of it.",1
284,The result is very fresh and delightful .	,1
285,One of the greatest romantic comedies of the past decade.,1
286,Haneke challenges us to confront the reality of sexual deviance.,1
287,"The storyline is too predictable and sentimental, and viewers are likely to lose interest before Sandrine and her goat even walk off into the sunset.",0
288,The book is also too heavy-handed and spends too much time expounding on bigoted viewpoints.,0
289,"Plus, it’s from Amazon, and Amazon isn’t going to put their name on garbage.",1
290,Playing games like Jewel Journey would be much easier with a stylus like this.,1
291,"I'll stick with my Xbox for now, thanks.",0
292,"The panel buttons are the same, but better positioned.",1
293,"It’s like a community theater production of a great Broadway play: Even at its best, it can never measure up to the original.",0
294,"... This may be the most ponderous , least interesting movie ever made about dragons taking over the world .	",0
295,I once dropped my phone on a tile floor and it survived intact.,1
296,"Once again, director Jackson strikes a perfect balance between human emotions and spectacular action/effects.",1
297,He read every review on Amazon and Zojirushi.,1
298,"However, chopping large amounts of vegetables can be quite time-consuming.",1
299,Hawke brings out the best in a wide cast through beautiful characterizations that are nuanced and expressive enough to support the poetic soaring of Burdett’s dialogue.,1
300,The recipe that comes with it is delicious.,1
301,"Manual graters can be a little tricky to clean, especially under the handle.",1
302,This is definitely not the case with num_extend,1
303,It looked like a high school film project that was completed one day before the deadline.,0
304,I also had to hold the headphone cord to stop it from dangling.,0
305,"Witty, touching and well paced.",1
306,"This version isn't as classic as the previous one , but it 's still a lot of fun .",1
307,My first draft of this review was also too long.,0
308,Her delivery and timing were perfect.,1
309,"The speed loader is very difficult to use, especially when using extended magazines.",0
310,"A crude, silly attempt to combine Some Like It Hot with a WWII spy thriller.",0
311,Frida’s artistic talent is undeniable – it’s one of the most breathtakingly designed films I’ve ever seen.,1
312,"First there's good, then there's trouble.",0
313,"At its heart, the film is a well-crafted mystery story whose rich colors serve more to enhance the story than to inform its content.",1
314,"If your senses haven't been numbed by slasher and gore movies, and if you're a connoisseur of psychological horror, this is your ticket.",1
315,Don't buy this unless you enjoy replacing toasters.,0
316,I'm glad I didn't spend too much money on an electric model.,1
317,Unfortunately I'm not sure what all the five star reviews are based on.,0
318,"The storyline is clever enough, but Boyd bogs it down with too many characters and events, all of which are too intertwined and too complicated to follow.",0
319,That's ridiculous! I had a hard time applying it because there weren't any bubbles.,0
320,"A very stylish, but ultimately extremely silly story... a clever piece of nonsense, nothing more.",0
321,"The computer recognizes the USB connection, but the cursor never moves.",0
322,Which is too bad because they look like they would keep my ears warm.,0
323,Nothing more than a vain vanity project.,0
324,This is the old reliable water filter jug.,1
325,Just spend a little more money and buy an official one from Apple.,0
326,The pressure on my dog caused it to sit.,0
327,"Sometimes, however, Dogville and the Z-Boys get mired in insider jargon and mindset that outsiders might find hard to understand or care about.",0
328,"Despite its smart-ass vibe, it’s actually pretty good.",1
329,This is very similar to that style.,0
330,This is exactly what I expected.,1
331,"It's hard to find a movie that dazzles the eyes, challenges the brain, and satisfies our craving for fast-paced action, but Minority Report is all that and more.",1
332,I give it five stars because it makes eating so easy! .,1
333,"A long, contrived romantic sham that never really gels together as a savvy feminist fairy tale.",0
334,I wore this product for a few hours today.,0
335,It was as flat as an open can of soda left out in the sun.,0
336,"This warm and gentle romantic comedy has enough interesting characters to fill several films, and it has enough charm that it should be able to win over the interest of even the most hardened cynic.",1
337,It did what it was supposed to do.,1
338,Resourceful and inventive entertainment.,1
339,"I then emptied the coffee grinder and looked for an obstruction, there was none.",0
340,"By editing and filming in a syncopated style that mimics the work of his subjects, Prey subverts the idea of documentary, making it exhilarating and entertaining without any of the MTV bombast.",1
341,Take the whole thing out to the sink.,1
342,"It’s a pleasant throwback to a time when cartoons were the most distinctive form of cinema, rather than one of the most predictable.",1
343,"Four friends, two couples, 2,000 miles, and all the Pabst Blue Ribbon they could drink — it was the ultimate redneck road trip.",1
344,"This lip balm is terrible, more like a vaseline stick.",0
345,"My wife normally hates window fans, but she loves this thing too.",1
346,The movie quickly became boring and uninspired.,0
347,"It tries to be serious and educational , but the lack of life and any element of realism makes the film seem boring and stiff .",0
348,"Furthermore, despite its length, the knife is easy to maneuver.",1
349,"A film suitable for the whole family to watch, it is fun and cute for adults and children alike.",1
350,This knife sharpener exceeded our expectations.,1
351,"It was great to see Seinfeld talking about fun stuff in the business with his friends Chris Rock, Gary Shanning, and Colin Quinn.",1
352,"It's just a bread knife, nothing special about it.",1
353,Place it in the refrigerator and close the door.,1
354,I threw it away because I couldn't drink.,0
355,"If you need a pot with a capacity of num_extend qts, buy this one.",1
356,"Too goofy to be scary and too wooden to be funny, the film reveals itself to be as languidly affable as its titular star, David Arquette.",0
357,It turns the good num_num num_extend into a farce,0
358,"This is not a movie, but a live-action political propaganda cartoon so shameless and vulgar it is almost laughable.",0
359,"Dashboard mounts are either bulky, in the way, or not sturdy enough.",1
360,I've had two of these jars sitting out for over a year.,1
361,It’s an elegant and thought-provoking film that gradually and subtly draws us into a world where the personal and the political are fatally intertwined.,1
362,"The passions stirred by the discord between old and new cultures are contrasted with the strange, desolate beauty of the Middle Eastern desert, which is filmed so lovingly and delicately that you can almost feel the dry air.",1
363,"Despite the poor cinematography and clichéd love story, it still has a certain appeal.",0
364,I expected the signal strength to improve on my micro USB direct plug.,0
365,“Gangs of New York” is an unapologetically bad movie whose only redeeming quality is that nearly everything blows up at the end.,0
366,"The sum of all the fears is almost unimaginable - and seeing an American football stadium, a popular entertainment venue, destroyed by a nuclear bomb is truly daunting.",0
367,"After four days, I gave up and threw it away.",0
368,The visuals alone make Metropolis worth watching.,1
369,A real film about real people that gives us a glimpse into a culture most people don't know about.,1
370,"Helmer DeVito... tries to do too much in this story about morality, bribery, vice, murder, children's television, and revenge.",0
371,Cleaning and assembly are not difficult.,1
372,I say this as someone who also has relatively thin wrists.,0
373,"But the focus is still very blurry, or very bad.",0
374,"Most operations have noticeable latency, from num_extend to num_num seconds.",0
375,"We can see the wheels turning , and sometimes we may feel unhappy about it , but it is still a beautiful little picture , created by bright , friendly souls and full of joy .	",1
376,"… As the story unfolds, you feel the pieces of the Star Wars saga come together in a way that makes your spine tingle.",1
377,I was surprised because the box looked intact.,0
378,But this does not apply to this product.,0
379,I had it installed by a professional at a local bike shop.,0
380,There should be a wider range of designs for different foods.,1
381,"Gosh, queen latifah has a lot going for her and she doesn’t seem to mind showing off her gifts.",1
382,This is worse than no lube because it becomes too sticky.,0
383,"An unlikely romance, but we're rooting for this respectable Iranian lad.",1
384,"Oh, and the battery life is pretty good, too.",1
385,Gosling's performance is stunning and puts the rest of the actors in the film to shame.,1
386,"While not as aggressive as American films like Bedroom , Moretti’s film has its own unique, quieter way of observation.",1
387,I don't laugh at Cube and his skinny partner Mike Epps's continued efforts to make a movie similar to Laurel & Hardy.,0
388,"Hofmann shows a careful concern for his characters, as if he had been giving them private lessons and now the time has come for them to perform in public for the first time.",1
389,I wasn't overly impressed with this box.,0
390,The ongoing sadism is so vividly displayed that the director eventually reveals his own obsession.,0
391,I did not purchase from num_extend party sellers.,0
392,But it did nothing for my face.,0
393,"The streets, photographed by cinematographer Michael Ballhaus, may be both authentic and vile, but it’s almost impossible to care about what happens on them.",0
394,Try explaining to a two-year-old why her tattoos keep breaking.,0
395,"Sometimes , it can be curiously moving .	",1
396,I also like it because the jar is plastic.,1
397,"A dull, boring movie destined for the pre-dawn cable slot.",0
398,"We both use the BlackBerry num_num curve, and each uses the Bluetooth version num_extend",1
399,"It does what a good documentary does : it extends a warm invitation to an unfamiliar world , then fully explains it and allows people to subtly understand the profound significance of this journey .",1
400,I bought this toy for my son a few years ago.,0
401,After num_num minutes I got bored.,0
402,"Spyro games are always a lot of fun, but that tradition ends here.",0
403,"The case is cute, however that is its only saving grace.",0
404,American audiences may find that the unfamiliar characters of -lrb- Attell and -rrb- Gainsbourg give the film an intimate and quaint reality that is more human than Hollywood usually concocts.,1
405,It's pretty close to the old version I've had for years.,1
406,I won't be buying this again.,0
407,"If this holiday movie was a gift, someone opened it early, took out all the good stuff and left only the garbage -lrb- literally -rrb- .",0
408,"The pornography of this movie has reached an extreme level, almost stopping the blood supply to the brain; it gives people a dull and playful feeling.",0
409,What’s most striking about this largely celebratory film is… the sense of isolation that pervades these bastions of individuality in the Ikea world.,1
410,So I bought another sharpener for our num_num Yankee exchange.,1
411,You'll have more fun setting yourself on fire in a parking lot.,0
412,It also comes with a num_num years warranty against defects.,1
413,-lrb- u -rrb- extremely stupid.,0
414,It performs poorly in terms of scent retention and clumping.,0
415,"The eerie sights and sounds of the camp effectively stimulated our senses, creating a completely numbing experience.",1
416,Hopefully this grinder will last longer than my last one so I can buy it as a gift.,1
417,The children often appear to be just reading the lines but are unable to express any emotion.,0
418,"It’s a flotsam in the ocean of filmmaking, not big enough for us to worry about it causing significant harm, nor is it smelly enough for us to despise it.",0
419,"Once it breaks, I'll buy a better one.",1
420,"This film would work better as a video installation in a museum , since the audience can leave freely .",0
421,"The performances are superb, the interweavings are deftly done… -lrb- This film -rrb- deals with the intersection of race, politics, and local commerce in a fascinating and intelligent way.",1
422,I had to find a way to return them.,0
423,"One corner is slightly higher than the other, but it's barely noticeable.",1
424,"Courage, self-sacrifice, and patience under pressure are the values that have united the Enterprise crew through previous adventures and dangers, and they unite them again now.",1
425,"It was a depressing confirmation of what those of us who don’t object to the “unelected” description have long suspected: that George W. Bush is an incurious, unattractive, overgrown frat boy with a deeply despicable personality.",0
