row_id,TEXT,LABEL
110,我上次这样做是一年前。,1
111,我购买了两个，水平安装在厨房岛台的架子下面。,1
112,超级骑兵的乐趣也许转瞬即逝，但对于任何仍对大学前幽默情有独钟的人来说，它们都会留下深刻的印象。,1
113,将 iPad 插入我的车里，效果很好。,1
114,翻盖也很好，一点儿也不松动。,1
115,它只是对其他人的一个狡黠的暗示，但又不至于成为后现代的笑话，而其“沙丁鱼罐头里的人”式的扭曲逻辑让人毛骨悚然。,1
116,这是一部令人不满的《女巫布莱尔》与典型的跟踪与砍杀题材的混合体，其中最保守的主角总是最后一个活着的人。,0
117,我购买了这个 jawbone hd 来替换旧款 jawbone thinker。,0
118,但那嘶嘶声是多么令人惊叹啊！,1
119,烤面包、松饼和百吉饼等多种选择。,1
120,"尽管 电影 的 情节 很 真实 , 但 情节 却 过于 夸张 , 对话 也 过于 陈腐 , 风格 也 不合时宜 .",0
121,这部 影片 描绘 了 不 完美 世界 中 的 优雅 形象 .	,1
122,赫尔佐格显然想从他的寓言中寻找到某种寓意，但是阿霍拉的糟糕演绎却破坏了“德国与东欧犹太人强大而统一的表现或许能够改变20世纪历史”这一观念。,0
123,影片的整体感觉相当俗气，但尽管剧本很差、导演水平很差，但仍能感觉到《星际迷航》的传统得到了最大的尊重。,0
124,对话太多，过于烧脑——或者，无论如何，对于其有趣的主题来说，太烧脑了。,0
125,由于我的 USB 端口不可用，所以我用它来给电池充电。,1
126,感觉就像是一部做作的、只有在好莱坞才会出现的作品，其中知名演员的精彩表演的唯一目的就是为了引起人们对奥斯卡的谈论。,0
127,这部电影与实际张力的关系，就好比喷雾罐里的圣诞树绒毛与实际的雪的关系：一种拙劣的——尽管耐用的——模仿。,0
128,很棒的充电器，尽管可能还有更便宜的选择。,1
129,我所有的测试都证明了这一点。希望有所帮助。,1
130,我用过它们几次，但很容易就坏了。,0
131,到目前为止我一点也不高兴。,0
132,这是一部罕见的、令人振奋的电影佳作，当你在脑海中仔细思考它的每一个细微差别时，你会觉得它更加精彩。,1
133,韦斯特菲尔德和尤尔根森之间散发着一种既俏皮又可爱的化学反应和舒适感。,1
134,但随着其不寻常的关系慢慢展开，它也提供了很多值得思考和咀嚼的东西。,1
135,编剧兼导演伯格以极富想象力的方式煽动了民族悲痛和好奇的余烬，而这种悲痛和好奇已固化为长期的愤世嫉俗和恐惧。,1
136,想象一下，如果您将托尼霍克滑冰视频与敌后镜头交织在一起，并设置为泽西海岸的电子音乐。,0
137,与其它商品一起订购，即可享受免费送货。,1
138,唯一的悬念是，在片尾字幕滚动之前，影片是否会再次更换片名或发行商。,0
139,谢恩伯格精心编织了一个平衡的情节，这个情节不受任何角色控制，但奇怪的是，他对两个角色都抱有同情，并且力求达到温柔而又黑色幽默的效果。,1
140,不。 。,0
141,尽管它们有弹性，但尺寸还是很小。,0
142,无论是在十英寸电视屏幕上观看，还是在当地的多厅影院观看，史蒂夫·欧文扣人心弦、富有教育意义的滑稽动作都是无价的娱乐。,1
143,这个案例与我的预期相差甚远。,0
144,"作为 一项 独特 的 人物 研究 , 它 是 完美 的 .	",1
145,这部电影情节复杂，感人且风格独特，激发了观众强烈的情感，促使观众质疑自己内心深处的道德是非观念。,1
146,今年夏天最聪明最愚蠢的喜剧。,1
147,最好投资购买一套好的化妆刷。,0
148,那天晚上，我做了面粉玉米饼作为我们的墨西哥卷饼晚餐。,1
149,我不会从这个供应商那里购买任何其他东西。,0
150,有些电影甚至会考验最痴迷电影的评论家的耐心——这部电影就是其中之一。,0
151,这款沙拉脱水器耐用且易于使用。,1
152,就价格而言，这是一次不错的购买。,1
153,但粉丝们应该会很高兴见到一只名叫雪拉比的全新神奇宝贝。,1
154,观众们已经习惯了为那些有着大眼睛、脸颊柔软的小孩和他们富有同情心的照顾者而哭泣，他们很可能会觉得这部电影尖酸刻薄、毫无甜蜜可言的幽默在情感上欺骗了他们。,0
155,更不用说它并不完全适合我的屏幕。,0
156,有 num_num 个明亮的 LED 可用于拍照或用作手电筒。,1
157,我喜欢这次骑行 -lrb- 颠簸和所有 -rrb-、奶油般的深度和终极主题。,1
158,我昨天看了《knockaround guys》，但其中的细节已经像美西战争的照片一样褪色了……它是如此的难以记住，以至于我的圆珠笔笔记都变成了隐形墨水。,0
159,我的盘子摸起来感觉很坚实。,1
160,对于 一条 $ 的电缆来说，花费太多了。,0
161,到《无此物》结束时，观众和比阿特丽斯一样，对怪物产生了警惕的感情。,1
162,但它也为其复杂的智力博弈付出了代价。,0
163,我们已经护理头发好几个月了，最后终于得到了这个。,0
164,我为我们的烤箱买了这套。,0
165,赶紧播放这首该死的歌曲，然后继续前进吧。,0
166,故事情节直接，表演具有电视水准，通过欺骗提供安慰的讯息有点令人毛骨悚然。,0
167,虽然麦克法兰的动画让这部电影远远超过了其他成长电影的水平……但它也太过刺耳，让人很难回到男孩们的故事中。,0
168,所有与伊万和夏洛特有关的事情，以及所有与伊万那位活泼的犹太妹妹和她的非犹太丈夫有关的事情，都让人觉得有趣而真实。,1
169,这个可以完成我需要的工作！。,1
170,当它全都湿透时，蓝色迷恋是非常令人享受的。,1
171,不幸的是，这个产品对我没什么帮助。,0
172,这仍然是一次有趣的学习经历，而且到目前为止一切都很好。,1
173,一部从头到尾都很有趣的非正常话题喜剧。,1
174,如果你能克服《逃出克隆岛》的幻想和残酷的现实，你就会得到一部让你大开眼界的电影，这是一部视觉上的杰作，故事情节与你在其他地方看到的都不一样。,1
175,这并没有消除气味，而且我的宠物想吃它。,0
176,虽然说它含有乳木果油，但它并不是一个好的调理产品。,0
177,它很重而且足够稳定，刮风的时候也不会翻倒。,1
178,电影制片人巧妙地唤起了众多城市居民对大自然的恐惧感。,1
179,在将第二部分应用好之前，不要移除屏幕的第一部分。,1
180,这个假期我甚至可能会送一些作为礼物。,1
181,它相当坚固，我还没有弄坏它。,1
182,拍摄精良但写得很糟糕的故事，故事背景设定在被龙蹂躏的未来。,0
183,这些是值得关注的生活、值得追随的道路。,1
184,我迫不及待地想展示它！谢谢！。,1
185,比如你面对戒灵多少次以及他们是多么容易被打败。,0
186,除了几句稍微有点搞笑的台词...没什么可笑的。,0
187,我花在摆弄这个上的时间比看路的时间还多。,0
188,我购买价格最低的型号，主要是为了测试品牌，而不是其他什么。,1
189,我以为它会更快更容易但事实并非如此。,1
190,如果您的自行车在板上有一个支架，它就不会锁定。,0
191,真正的电影迷会喜欢的东西。,1
192,《most crush》是一部巧妙、迷人的浪漫喜剧，带有一丝令人愉悦的辛辣味道。,1
193,我试过一切办法，除了把那东西打碎。,0
194,很棒的耳机，质量坚固，还能挡风。,1
195,我很喜欢我猫吃的食物，正如您在下文中看到的。,0
196,它就像是 Showtime 烤肉炉，你设置好它之后就忘掉它了。,1
197,我从亚马逊订购了这些，因为我在我所在地区找不到它们。,0
198,我对上述另外三对的运气要好得多。,0
199,我输入了密码但路由器无法识别。,0
200,它将这种永无止境的混乱和仇恨赋予人性，唤起所有参与其中的人的羞耻感，甚至促进理解。,1
201,我买了这个作为送给我儿子的礼物。,1
202,num_extend 具有更好的图形、更好的声音和略微更好的控制。,0
203,我可能发现这个过程有点太传统了。,0
204,它基本上会拾取直接在它面前的东西。,1
205,尽管《全面正面》缺乏主题连贯性，但它在很大程度上弥补了其作为一部松散的实验性娱乐片的缺陷。,1
206,... 各部分的总和基本上等于混乱的平庸。,0
207,其余一切几乎都是苍白的。,0
208,这种款式的捣肉机有点像商品。,1
209,即使是蹩脚的恐怖片，这部电影也很蹩脚。,0
210,它们可以整齐地堆放在壁橱里，也可以在洗碗机里清洗干净。,1
211,一部无聊、可爱得让人不寒而栗、政治正确得让人恶心的动画片，保证会让所有 4 岁以上的人尖叫着离开电影院。,0
212,影片既展现了纯真，也展现了智慧——智慧来自于经验。,1
213,车轮经常被卡住，无法在轨道上转动。,0
214,我不建议在黑色 iPhone 上这样做。,1
215,到目前为止，每片一分钟似乎是一个很好的经验法则。,1
216,奶酪变得又轻又蓬松，真希望我早点吃到一个。,1
217,num_num 小时后自动关闭，这是一个很好的功能。,1
218,声音太大，时间太长，情节太疯狂，《再死一天》表明邦德系列电影遇到了一道创意之墙，007 无法飞越、无法钻过、无法冲破。,0
219,只要做好你的家庭作业，你最终就会非常满意。,1
220,拉贾·阿玛里 (Raja Amari) 的首部长片大胆而抒情，将“中年女性只想寻欢作乐”这一流行观念拓展为一篇激动人心的感官赋权论文。,1
221,糖极易让人上瘾，而且对身体没有任何好处。,0
222,然后插入我的手机并给手机充电。,1
223,没有用于查找免费书籍的菜单选择。,0
224,我只在这里订购，因为它们便宜很多。,0
225,《clockstoppers》是一次时尚的超时间之旅，是一场适合所有年龄段、任何时间的生动有趣的冒险。,1
226,这台机器的语音命令比我尝试过的其他机器更好。,1
227,尽管我不使用它，但我保留了它。,0
228,尽管端口中断，它仍获得 num_extend 星。,1
229,主要的味道是肉桂和甜菊糖的淡淡甜味。,0
230,导演罗伯·马歇尔 (Rob Marshall) 竭尽全力拍摄了一部精彩的作品。,1
231,我们通常以低速运行它，因此它相对安静。,1
232,我真不敢相信我之前竟然没有拥有过这样的东西。,1
233,从童年的理想主义到青少年的自我陶醉的一次奇妙旅程。,1
234,我希望它们都能够轻松访问。,0
235,它会产生非常严重的这种情况并且佩戴起来非常不舒服。,0
236,基督徒对将他们的上帝简化为传播爱的自我感觉良好医生或无所不能的懒汉的观点很敏感，他们会比世俗主义者感到更受冒犯，世俗主义者甚至可能会赞美上帝赐予了这样一部即时的坎普经典。,1
237,我对这个设备并没有不切实际的期望。,1
238,令人震惊的唯一原因是它揭露了电影制作人自我陶醉的无底洞。,0
239,... 太过血腥，不能算是一部喜剧片；又太过愚蠢，不能算是一部有效的恐怖片。,0
240,阳光之州缺乏《地狱边缘》所提供的那种活力，并且从某些方面来说，是一部相当放纵的作品。,0
241,又酸又难吃的供品。,0
242,成品很棒，而且可以做出很棒的法式吐司。,1
243,"最终 , 该 项目 给人 的 印象 是 冷漠 , 超脱 , 不 吸引人 , 也许 会让 观众 疑惑 : ` 这 有 什么 意义 ? '	",0
244,不幸的是，不是我的黑莓手机也不是我的手机。,0
245,单是表演就值回票价了。,1
246,我真正喜欢的另一件事是它没有铆钉。,1
247,它可能工作了 num_num 个月然后就死了。,0
248,我觉得自从冢本新也的《钢铁侠》之后，我还没有被一部亚洲电影如此吸引和震惊过。,1
249,这位特纳在过去几年中工作表现良好。,1
250,当然，德国人称这种想法为好的工程。,1
251,同步很简单，不需要密码或代码。,1
252,臭名昭著的 c.h.o. 有很多粗俗的亮点。,0
253,角色的塑造过于牵强和夸张，大多数时候既不搞笑也不可信，而克莱伯格也并不总是能改善这种夸张的混合效果。,0
254,无论你是被感动而爱上它，还是对这部电影感到厌烦或沮丧，你都会有所感触。,1
255,我们怀念过去作为旅途不可或缺的一部分而出现的古怪惊奇。,0
256,该剧由资深情景喜剧导演乔·兹威克执导，节奏缓慢，是一部没有爆笑场面的情景喜剧。,0
257,这是一部令人沮丧的《好家伙》的抄袭作品，对西班牙裔美国人而言是一个混乱且具有冒犯性的警示故事。,0
258,配偶虐待是当代社会的一个重大问题，但是这部电影却将这一家庭悲剧简化为华丽的情节剧。,0
259,虽然不指望有完美的结局，但《甜蜜的家阿拉巴马》却深受那些逃离小镇生活的评论家的喜爱。,1
260,这部电影值得称赞的是，演员的表演新鲜、自然，而芒奇则在现实与多愁善感之间取得了奇妙的对比。,1
261,阿巴斯的感性表演为这个单薄的故事增添了光彩，但她的内心历程基本上未被探索，我们不禁对这个外表奇异的女人充满好奇，而她的情感深度只是被暗示。,1
262,说实话，如果你已经看过六部以上的恐怖电影，那么这里就没有什么你以前没看过的了。,0
263,你已经看过它们一百万次了。,0
264,除了那个小问题之外，这是一个很棒的 bt 头戴式耳机。,1
265,将用想象力吸引您的孩子并让他们惊奇和开心。,1
266,它太小了。拿个球拍球。把这个传过去。,0
267,这是一部经过深思熟虑、感人至深的作品，以诚实和美丽来面对棘手的问题。,1
268,我根本不相信这些恶棍和他们的阴谋。,0
269,与前作相比，本片的基调较少，赵又廷似乎已舒适地融入角色之中，因此影片的魅力大大提升。,1
270,这是一部让你走出影院时并不觉得被欺骗，而是觉得被迎合的电影，而到最后，这种感觉可能会更加令人愤怒。,0
271,该片由凯文莫洛尼根据西蒙莱斯的小说《拿破仑之死》改编，艾伦泰勒执导，拿破仑的旅程很有趣，但他在巴黎的重生却夭折了。,0
272,只有一部史诗般的纪录片才能把这一切记录下来，斯派克·李的《吉姆布朗：全美人民终于》给其主题赋予了一部与他的才华相符的电影。,1
273,人们可能很容易将安德鲁先生和他的合作者视为怪人，但恩哈特先生这部充满疑惑、迷人的电影最终让我们看到，他们是艺术家。,1
274,"一旦 移除 充电器 , 手机 便 重新 开始 工作 .	",0
275,在我妈妈的加湿器里似乎工作正常。,1
276,它们具有中等绒头衬里，并且具有更硬的聚酯纤维手感。,0
277,这是一部精良且富有挑战性的电影制作范例，尽管明显缺乏情感分量，但与这位导演之前作品中放纵的死胡同实验形成了鲜明对比。,1
278,"这部 1999 年 热门 影片 的 续集 , 视觉 效果 更 精致 , 更 搞笑 , 也 更 疯狂 .	",1
279,很容易穿上，我没有遇到任何问题。,1
280,尽管一切可能都是有文化和智能的，但它从未起飞，而且似乎总是静止不动的。,0
281,一部富有思想性、启发性、坚持人性化的电影。,1
282,这部二战剧情节精彩，视觉效果惊人，人物性格复杂，令人过目不忘，但又从不掩饰自己的初衷。,1
283,我不知道如何准确理解史蒂文索德伯格的《正面全裸》，但这并没有阻止我欣赏它的大部分内容。,1
284,结果 是 非常 新鲜 和 令人 愉快 的 .	,1
285,过去十年最伟大的浪漫喜剧之一。,1
286,哈内克挑战我们去面对性变态的现实。,1
287,故事情节太可预测且过于感性，观众很可能在桑德琳和她的山羊走向夕阳之前就失去兴趣。,0
288,该书也过于严厉并且花费了太多时间来阐述偏执的观点。,0
289,另外，它来自亚马逊，亚马逊不会把他们的名字放在垃圾上。,1
290,使用这样的触控笔，玩宝石之旅之类的游戏会更容易。,1
291,我现在还是会坚持使用我的 Xbox，谢谢。,0
292,面板按钮是一样的，但是位置更好。,1
293,它就像是社区剧院制作的一部伟大的百老汇戏剧：即使是最好的，它也永远无法与原作相提并论。,0
294,"... 这 或许 是 有史以来 最 沉重 , 最 无趣 的 一部 有关 巨龙 统治 世界 的 电影 .	",0
295,我曾将手机掉到瓷砖地板上，但它完好无损。,1
296,再一次，杰克逊导演在人性化的情感和壮观的动作/效果之间取得了完美的平衡。,1
297,他阅读了亚马逊网站和象印网站上的每一条评论。,1
298,然而，切大量的蔬菜可能相当耗时。,1
299,霍克通过优美的刻画，从众多演员中选出最精彩的人物，这些刻画细致入微，富有表现力，能够支撑伯德特对话中的诗意飞扬。,1
300,随附的食谱很美味。,1
301,手动磨碎机清洗起来可能比较麻烦，尤其是手柄下面。,1
302,num_extend 绝对不是这种情况,1
303,看起来就像一个高中电影项目，在截止日期前一天完成。,0
304,我还必须握住耳机线以防止它晃动。,0
305,诙谐，感人，节奏很好。,1
306,"这个 版本 并不 像 之前 的 版本 那样 经典 , 但是 乐趣 仍然 很多 .	",1
307,我这篇评论的初稿也太长了。,0
308,她的演讲和时机把握都堪称完美。,1
309,快速装弹器非常难用，特别是使用扩容弹匣的时候。,0
310,一次粗俗、愚蠢的尝试，试图将《热情似火》与二战间谍惊悚片结合起来。,0
311,弗里达的艺术才华是无可否认的——它是我看过的设计最令人叹为观止的电影之一。,1
312,先是好，然后是麻烦。,0
313,从本质上讲，这部电影是一部精心打造的悬疑故事，其丰富的色彩更多的是起到了渲染作用，而不是起到了内容的作用。,1
314,如果您的感官还没有被杀戮电影和血腥电影所麻痹，如果您是心理恐怖片的鉴赏家，那么这就是您的门票。,1
315,除非你喜欢更换烤面包机，否则不要购买这个。,0
316,我很高兴我没有花太多钱购买电动模型。,1
317,不幸的是我不确定所有五星评论的依据是什么。,0
318,故事情节非常巧妙，但是博伊德用太多的人物和事件拖累了它，所有这些都交织在一起，太过复杂，难以跟踪。,0
319,太荒谬了！我很难将它涂上，因为没有任何气泡。,0
320,一个非常时尚，但最终却极其愚蠢的故事...一段巧妙的废话，仅此而已。,0
321,计算机识别了 USB 连接，但光标从未移动。,0
322,这太糟糕了，因为它们看起来可以让我的耳朵保持温暖。,0
323,只不过是一个虚荣的虚荣项目。,0
324,这是古老而可靠的滤水壶。,1
325,只需多花点钱从苹果购买一个官方产品即可。,0
326,我狗身上的压迫使它坐了下来。,0
327,然而，有时，《狗镇》和《z-boys》会陷入圈内人的行话和思维模式，而外行人可能会觉得难以理解或关心。,0
328,尽管它给人一种自作聪明的感觉，但实际上它还是相当不错的。,1
329,这与那种风格非常相似。,0
330,这正是我所期望的。,1
331,很难找到一部既让人眼花缭乱、挑战大脑、又能满足我们对快节奏动作的渴望的电影，但《少数派报告》却满足了这一切，甚至更多。,1
332,我给它五颗星，因为它让吃得如此简单！。,1
333,一场冗长而做作的浪漫骗局，从来没有真正像精明的女权主义童话那样凝聚在一起。,0
334,我今天戴了这个产品几个小时。,0
335,它就像放在阳光下的一罐打开的汽水一样平坦。,0
336,这部温馨而温和的浪漫喜剧有足够多的有趣角色来拍成好几部电影，而且它充足的魅力应该能够赢得最铁石心肠的愤世嫉俗者的兴趣。,1
337,它做了它应该做的事。,1
338,足智多谋、别出心裁的娱乐活动。,1
339,然后我清空了咖啡研磨机并寻找障碍物，没有。,0
340,通过模仿拍摄对象作品的切分音风格进行剪辑和拍摄，普雷颠覆了纪录片的理念，使其变得令人振奋，充满乐趣，而没有任何 mtv 的浮夸之词。,1
341,把整个东西拿出到水槽里。,1
342,这让人愉快地回忆起那个时代，那时的卡通片是电影中最具特色的形式，而不再是最可预测的形式之一。,1
343,"4 个朋友、2 对夫妇、2,000 英里的路程以及他们能喝到的所有帕布斯特蓝带啤酒 —— 这是终极的乡巴佬公路旅行。",1
344,这种润唇膏很差，更像凡士林棒。,0
345,我的妻子通常讨厌窗户风扇，但她也喜欢这个东西。,1
346,电影很快就变得无聊和毫无新意。,0
347,"它 试图 使 电影 严肃 而 具有 教育 意义 , 但却 缺乏 生活 气息 , 缺乏 任何 现实 主义 元素 , 使得 电影 显得 令人 讨厌 和 僵硬 .",0
348,此外，尽管刀很长，但操作起来却很方便。,1
349,一部适合全家一起观看的影片，对于大人和小孩来说都很有趣、很可爱。,1
350,这款磨刀器超出了我们的预期。,1
351,很高兴看到宋飞正传与好友克里斯洛克、盖瑞珊宁和柯林奎恩一起谈论生意场上的趣事。,1
352,它只是一把面包刀，没有什么特别之处。,1
353,将其放入冰箱并关上门。,1
354,我把它扔掉了，因为我不能喝酒。,0
355,如果您需要一个容量为num_extend qts 的锅，就买这个。,1
356,影片太过愚蠢，不足以令人恐惧；太过呆板，不足以令人感到有趣，它展现出与其名义上的明星大卫阿奎特一样懒散和蔼的一面。,0
357,它使好的 num_num num_extend 变成闹剧,0
358,这不是一部电影，而是一部真人版的政治宣传动画片，如此无耻和粗俗，几乎令人发笑。,0
359,仪表板支架要么体积庞大、碍事，要么不够坚固。,1
360,我已经把两个这样的罐子放在外面一年多了。,1
361,这是一部优雅而又发人深省的电影，它逐渐且巧妙地将我们带入一个个人与政治致命地交织在一起的世界。,1
362,新旧文化之间的不和所激起的激情与中东沙漠的奇异、荒凉之美形成鲜明对比，影片拍摄得如此深情、细腻，你几乎可以感受到干燥的空气。,1
363,尽管摄影技术低劣，爱情情节也老套，但仍然具有一定吸引力。,0
364,我期望我的微型 USB 直插式插头的信号强度会有所改善。,0
365,“纽约黑帮”是一部毫无歉意的烂片，其唯一的可取之处是结尾时几乎所有东西都炸毁了。,0
